key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-no-greek-no-html	crum-page	crum-column	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
6410	1525	6409	(S,B) ^^^ e-	0	be hindered from	be hindered from		377b	2	2010-07-21	1900-01-01	vagrant		(S, B) <i><b>c</b></i> ⲉ-	(S, B) <i><b>c</b></i> ⲉ-	(S, B) c ⲉ-	(S, B) c ⲉ-	(S, B) ⲉ- (c)	-		be hindered from	be hindered from	be hindered from	be hindered from	377	b	ⲉ- (c)					ⲉ- (c)					1
6411	1525	6409	(B) ^^^ eHoun eHren-	0				377b	3	2010-07-21	1900-01-01	vagrant		(B) <i><b>c</b></i> ⲉϩⲟⲩⲛ ⲉϩⲣⲉⲛ-	(B) <i><b>c</b></i> ⲉϩⲟⲩⲛ ⲉϩⲣⲉⲛ-	(B) c ⲉϩⲟⲩⲛ ⲉϩⲣⲉⲛ-	(B) c ⲉϩⲟⲩⲛ ⲉϩⲣⲉⲛ-	(B) ⲉϩⲟⲩⲛ ⲉϩⲣⲉⲛ- (c)	-						377	b						ⲉϩⲟⲩⲛ ⲉϩⲣⲉⲛ- (c)					1
6412	1525	6409	(B) ^^^ oube-	0				377b	4	2010-07-21	1900-01-01	vagrant		(B) <i><b>c</b></i> ⲟⲩⲃⲉ-	(B) <i><b>c</b></i> ⲟⲩⲃⲉ-	(B) c ⲟⲩⲃⲉ-	(B) c ⲟⲩⲃⲉ-	(B) ⲟⲩⲃⲉ- (c)	-						377	b						ⲟⲩⲃⲉ- (c)					1
6413	1525	0		99	tr :	tr :		377b	5	2010-07-21	1900-01-01	vagrant							HEADER		tr :	tr :	tr :	tr :	377	b											0
6414	1525	6413	^^^ ntn-	0	withhold from, deny to	withhold from, deny to		378a	6	2010-07-21	1900-01-01	vagrant		<i><b>c</b></i> ⲛⲧⲛ-	<i><b>c</b></i> ⲛⲧⲛ-	c ⲛⲧⲛ-	c ⲛⲧⲛ-	ⲛⲧⲛ- (c)	-		withhold from, deny to	withhold from, deny to	withhold from, deny to	withhold from, deny to	378	a											1
6415	1525	6413	^^^ Hirn-	0	stop at	stop at		378a	7	2010-07-21	1900-01-01	vagrant		<i><b>c</b></i> ϩⲓⲣⲛ-	<i><b>c</b></i> ϩⲓⲣⲛ-	c ϩⲓⲣⲛ-	c ϩⲓⲣⲛ-	ϩⲓⲣⲛ- (c)	-		stop at	stop at	stop at	stop at	378	a											1
4786	1525	0	(S) ^^ ebol	0	(empathic of [s.])	(empathic of [s.])		378a	8	2010-04-10	1900-01-01	vagrant		(S) ― ⲉⲃⲟⲗ	(S) ― ⲉⲃⲟⲗ	(S) ― ⲉⲃⲟⲗ	(S) ― ⲉⲃⲟⲗ	(S) ― ⲉⲃⲟⲗ	-		<i>empathic of ⲥ.</i>	empathic of ⲥ.	<i>empathic of ⲥ.</i>	empathic of ⲥ.	378	a	― ⲉⲃⲟⲗ										0
4787	1525	0	(sA) ^^ apaHou	0	repel	repel		378a	9	2010-04-10	1900-01-01	vagrant		(sA) ― ⲁⲡⲁϩⲟⲩ	(sA) ― ⲁⲡⲁϩⲟⲩ	(sA) ― ⲁⲡⲁϩⲟⲩ	(sA) ― ⲁⲡⲁϩⲟⲩ	(sA) ― ⲁⲡⲁϩⲟⲩ	-		repel	repel	repel	repel	378	a					― ⲁⲡⲁϩⲟⲩ						0
2080	1525	0	(B) ^^ (S) saSt	3	impediment | [saSt] (S same?) 	impediment | [saSt] (S same?) 		378a	10	2010-02-18	2010-07-21	vagrant	vagrant	"(B) ―
(S) ⲥⲁϣⲧ"	"(B) ―
(S) ⲥⲁϣⲧ"	"(B) ―
(S) ⲥⲁϣⲧ"	"(B) ―
(S) ⲥⲁϣⲧ"	"(B) ― (ⲟⲩ)
(S) ⲥⲁϣⲧ (ⲟⲩ)"	noun		"impediment
ⲥⲁϣⲧ <i>S same?</i>"	"impediment
ⲥⲁϣⲧ S same?"	"impediment
ⲥⲁϣⲧ <i>S same?</i>"	"impediment
ⲥⲁϣⲧ S same?"	378	a	ⲥⲁϣⲧ (ⲟⲩ)					― (ⲟⲩ)					0
8882	1527	0	s. pHoou	0	yesterday	yesterday	xqes hmera	378b	1	2011-11-14	1900-01-01	vagrant		ⲥ. ⲡϩⲟⲟⲩ	ⲥ. ⲡϩⲟⲟⲩ	ⲥ. ⲡϩⲟⲟⲩ	ⲥ. ⲡϩⲟⲟⲩ	ⲥ. ⲡϩⲟⲟⲩ	-	χθεσ ημερα	yesterday	yesterday	yesterday	yesterday	378	b											0
8883	1527	0	nas.	0	/$gk: [[xqizos]]$/	/$gk: [[xqizos]]$/	xqizos	378b	2	2011-11-14	1900-01-01	vagrant		ⲛⲁⲥ.	ⲛⲁⲥ.	ⲛⲁⲥ.	ⲛⲁⲥ.	ⲛⲁⲥ.	-	χθιζοσ	[χθιζοσ]	[χθιζοσ]			378	b											0
8884	1527	0	ns.	0				378b	3	2011-11-14	1900-01-01	vagrant		ⲛⲥ.	ⲛⲥ.	ⲛⲥ.	ⲛⲥ.	ⲛⲥ.	-						378	b											0
2086	1530	0	Se ns.	0	cedar wood /$gk: [[kedros]]$/	cedar wood /$gk: [[kedros]]$/	kedros	379a	1	2010-02-19	1900-01-01	vagrant		ϣⲉ ⲛⲥ.	ϣⲉ ⲛⲥ.	ϣⲉ ⲛⲥ.	ϣⲉ ⲛⲥ.	ϣⲉ ⲛⲥ.	-	κεδροσ	cedar wood [κεδροσ]	cedar wood [κεδροσ]	cedar wood	cedar wood	379	a											0
2087	1532	0	(S) sa msaH	0	awl maker /*?*/	awl maker /*?*/		379b	1	2010-02-19	1900-01-01	vagrant		(S) ⲥⲁ ⲙⲥⲁϩ	(S) ⲥⲁ ⲙⲥⲁϩ	(S) ⲥⲁ ⲙⲥⲁϩ	(S) ⲥⲁ ⲙⲥⲁϩ	(S) ⲥⲁ ⲙⲥⲁϩ	-		awl maker (?)	awl maker (?)	awl maker (?)	awl maker (?)	379	b	ⲥⲁ ⲙⲥⲁϩ										0
2088	1533	0	r s.	0	be deaf	be deaf		379b	1	2010-02-19	1900-01-01	vagrant		ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	-		be deaf	be deaf	be deaf	be deaf	379	b											0
2114	1536	0	(S) taue s. ebol	0	emit foam /$gk: [[afrizein]]$/	emit foam /$gk: [[afrizein]]$/	afrizein	384b	1	2010-02-19	1900-01-01	vagrant		(S) ⲧⲁⲩⲉ ⲥ. ⲉⲃⲟⲗ	(S) ⲧⲁⲩⲉ ⲥ. ⲉⲃⲟⲗ	(S) ⲧⲁⲩⲉ ⲥ. ⲉⲃⲟⲗ	(S) ⲧⲁⲩⲉ ⲥ. ⲉⲃⲟⲗ	(S) ⲧⲁⲩⲉ ⲥ. ⲉⲃⲟⲗ	-	αφριζειν	emit foam [αφριζειν]	emit foam [αφριζειν]	emit foam	emit foam	384	b	ⲧⲁⲩⲉ ⲥ. ⲉⲃⲟⲗ										0
6451	1537	0		99	intr :	intr :		384b	1	2010-07-22	1900-01-01	vagrant							HEADER		intr :	intr :	intr :	intr :	384	b											0
6452	1537	6451	(S) ^^^ eJn-	0				384b	2	2010-07-22	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲉϫⲛ-	(S) <i><b>c</b></i> ⲉϫⲛ-	(S) c ⲉϫⲛ-	(S) c ⲉϫⲛ-	(S) ⲉϫⲛ- (c)	-						384	b	ⲉϫⲛ- (c)										1
6453	1537	6451	(S) ^^^ nsa-	0				384b	3	2010-07-22	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲛⲥⲁ-	(S) <i><b>c</b></i> ⲛⲥⲁ-	(S) c ⲛⲥⲁ-	(S) c ⲛⲥⲁ-	(S) ⲛⲥⲁ- (c)	-						384	b	ⲛⲥⲁ- (c)										1
6454	1537	6451	(S) ^^^ ntn-	0				384b	4	2010-07-22	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲛⲧⲛ-	(S) <i><b>c</b></i> ⲛⲧⲛ-	(S) c ⲛⲧⲛ-	(S) c ⲛⲧⲛ-	(S) ⲛⲧⲛ- (c)	-						384	b	ⲛⲧⲛ- (c)										1
6455	1537	6451	(S) ^^^ ebol	0				384b	5	2010-07-22	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲉⲃⲟⲗ	(S) <i><b>c</b></i> ⲉⲃⲟⲗ	(S) c ⲉⲃⲟⲗ	(S) c ⲉⲃⲟⲗ	(S) ⲉⲃⲟⲗ (c)	-						384	b	ⲉⲃⲟⲗ (c)										1
6456	1537	6451	(B) ^^^ eKrhi	0				384b	6	2010-07-22	1900-01-01	vagrant		(B) <i><b>c</b></i> ⲉϧⲣⲏⲓ	(B) <i><b>c</b></i> ⲉϧⲣⲏⲓ	(B) c ⲉϧⲣⲏⲓ	(B) c ⲉϧⲣⲏⲓ	(B) ⲉϧⲣⲏⲓ (c)	-						384	b						ⲉϧⲣⲏⲓ (c)					1
2115	1537	0	(S,A) saHmes (S) saHms	3	pestle /$gk: [[uperos]]$/	pestle /$gk: [[uperos]]$/	uperos	384b	7	2010-02-19	1900-01-01	vagrant		"(S, A) ⲥⲁϩⲙⲉⲥ
(S) ⲥⲁϩⲙⲥ"	"(S, A) ⲥⲁϩⲙⲉⲥ
(S) ⲥⲁϩⲙⲥ"	"(S, A) ⲥⲁϩⲙⲉⲥ
(S) ⲥⲁϩⲙⲥ"	"(S, A) ⲥⲁϩⲙⲉⲥ
(S) ⲥⲁϩⲙⲥ"	"(S, A) ⲥⲁϩⲙⲉⲥ (ⲟⲩ)
(S) ⲥⲁϩⲙⲥ (ⲟⲩ)"	noun	υπεροσ	pestle [υπεροσ]	pestle [υπεροσ]	pestle	pestle	384	b	"ⲥⲁϩⲙⲉⲥ (ⲟⲩ)
ⲥⲁϩⲙⲥ (ⲟⲩ)"			ⲥⲁϩⲙⲉⲥ (ⲟⲩ)							0
2127	1540	0	(S) reFseHp snoF	0	bloodsucker	bloodsucker		386a	1	2010-02-20	1900-01-01	vagrant		(S) ⲣⲉϥⲥⲉϩⲡ ⲥⲛⲟϥ	(S) ⲣⲉϥⲥⲉϩⲡ ⲥⲛⲟϥ	(S) ⲣⲉϥⲥⲉϩⲡ ⲥⲛⲟϥ	(S) ⲣⲉϥⲥⲉϩⲡ ⲥⲛⲟϥ	(S) ⲣⲉϥⲥⲉϩⲡ ⲥⲛⲟϥ	-		bloodsucker	bloodsucker	bloodsucker	bloodsucker	386	a	ⲣⲉϥⲥⲉϩⲡ ⲥⲛⲟϥ										0
2128	1540	0	(S) siHpe	3	drop	drop		386a	2	2010-02-20	1900-01-01	vagrant		(S) ⲥⲓϩⲡⲉ	(S) ⲥⲓϩⲡⲉ	(S) ⲥⲓϩⲡⲉ	(S) ⲥⲓϩⲡⲉ	(S) ⲥⲓϩⲡⲉ (ⲟⲩ)	noun		drop	drop	drop	drop	386	a	ⲥⲓϩⲡⲉ (ⲟⲩ)										0
2129	1541	0	(S) saHres	3	sweeping /*?*/	sweeping /*?*/		386b	1	2010-02-20	1900-01-01	vagrant		(S) ⲥⲁϩⲣⲉⲥ	(S) ⲥⲁϩⲣⲉⲥ	(S) ⲥⲁϩⲣⲉⲥ	(S) ⲥⲁϩⲣⲉⲥ	(S) ⲥⲁϩⲣⲉⲥ (ⲟⲩ)	noun		sweeping (?)	sweeping (?)	sweeping (?)	sweeping (?)	386	b	ⲥⲁϩⲣⲉⲥ (ⲟⲩ)										0
2130	1544	0	kaks.	0	leper /$gk: [[lepros]]$/	leper /$gk: [[lepros]]$/	lepros	386b	1	2010-02-20	1900-01-01	vagrant		ⲕⲁⲕⲥ.	ⲕⲁⲕⲥ.	ⲕⲁⲕⲥ.	ⲕⲁⲕⲥ.	ⲕⲁⲕⲥ.	-	λεπροσ	leper [λεπροσ]	leper [λεπροσ]	leper	leper	386	b											0
2131	1544	0	sr s.	0	be leprous	be leprous		386b	2	2010-02-20	1900-01-01	vagrant		ⲥⲣ ⲥ.	ⲥⲣ ⲥ.	ⲥⲣ ⲥ.	ⲥⲣ ⲥ.	ⲥⲣ ⲥ.	-		be leprous	be leprous	be leprous	be leprous	386	b											0
6461	1545	0		99	intr :	intr :		387a	1	2010-07-22	1900-01-01	vagrant							HEADER		intr :	intr :	intr :	intr :	387	a											0
6462	1545	6461	(B) ^^^ e-	0				387a	2	2010-07-22	1900-01-01	vagrant		(B) <i><b>c</b></i> ⲉ-	(B) <i><b>c</b></i> ⲉ-	(B) c ⲉ-	(B) c ⲉ-	(B) ⲉ- (c)	-						387	a						ⲉ- (c)					1
6463	1545	6461	(B) ^^^ sapesht n-	0	 /$gk: [[upokaiein]]$/	 /$gk: [[upokaiein]]$/	upokaiein	387a	3	2010-07-22	1900-01-01	vagrant		(B) <i><b>c</b></i> ⲥⲁⲡⲉⲥⲏⲧ ⲛ-	(B) <i><b>c</b></i> ⲥⲁⲡⲉⲥⲏⲧ ⲛ-	(B) c ⲥⲁⲡⲉⲥⲏⲧ ⲛ-	(B) c ⲥⲁⲡⲉⲥⲏⲧ ⲛ-	(B) ⲥⲁⲡⲉⲥⲏⲧ ⲛ- (c)	-	υποκαιειν	[υποκαιειν]	[υποκαιειν]			387	a						ⲥⲁⲡⲉⲥⲏⲧ ⲛ- (c)					1
6464	1545	6461	(S,B,F) ^^^ Ha-,^^^ Ka-	0	light fire beneath	light fire beneath		387a	4	2010-07-22	1900-01-01	vagrant		(S, B, F) <i><b>c</b></i> ϩⲁ-, <i><b>c</b></i> ϧⲁ-	(S, B, F) <i><b>c</b></i> ϩⲁ-, <i><b>c</b></i> ϧⲁ-	(S, B, F) c ϩⲁ-, c ϧⲁ-	(S, B, F) c ϩⲁ-, c ϧⲁ-	(S, B, F) ϩⲁ-, ϧⲁ- (c)	-		light fire beneath	light fire beneath	light fire beneath	light fire beneath	387	a	ϩⲁ-, ϧⲁ- (c)					ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)				1
2132	1545	0	(S,B) ^^	1	fire /$gk: [[fws, kausis]]$/	fire /$gk: [[fws, kausis]]$/	fws, kausis	387a	5	2010-02-20	1900-01-01	vagrant		(S, B) ―	(S, B) ―	(S, B) ―	(S, B) ―	(S, B) ― (ⲡ)	noun male	φωσ, καυσισ	fire [φωσ, καυσισ]	fire [φωσ, καυσισ]	fire	fire	387	a	― (ⲡ)					― (ⲡ)					0
2133	1545	0	(B) Hi s.	0	put fire, set alight /$gk: [[empurizein]]$/	put fire, set alight /$gk: [[empurizein]]$/	empurizein	387a	6	2010-02-20	1900-01-01	vagrant		(B) ϩⲓ ⲥ.	(B) ϩⲓ ⲥ.	(B) ϩⲓ ⲥ.	(B) ϩⲓ ⲥ.	(B) ϩⲓ ⲥ.	-	εμπυριζειν	put fire, set alight [εμπυριζειν]	put fire, set alight [εμπυριζειν]	put fire, set alight	put fire, set alight	387	a						ϩⲓ ⲥ.					0
2134	1545	0	(S) ats.	0	unheated, uncooked	unheated, uncooked		387a	7	2010-02-20	1900-01-01	vagrant		(S) ⲁⲧⲥ.	(S) ⲁⲧⲥ.	(S) ⲁⲧⲥ.	(S) ⲁⲧⲥ.	(S) ⲁⲧⲥ.	-		unheated, uncooked	unheated, uncooked	unheated, uncooked	unheated, uncooked	387	a	ⲁⲧⲥ.										0
2135	1545	0	(B) ma ns.	0	fire lighter, cook	fire lighter, cook		387a	8	2010-02-20	1900-01-01	vagrant		(B) ⲙⲁ ⲛⲥ.	(B) ⲙⲁ ⲛⲥ.	(B) ⲙⲁ ⲛⲥ.	(B) ⲙⲁ ⲛⲥ.	(B) ⲙⲁ ⲛⲥ.	-		fire lighter, cook	fire lighter, cook	fire lighter, cook	fire lighter, cook	387	a						ⲙⲁ ⲛⲥ.					0
2136	1546	0	(S,A,sA,B,F) ^^	1	curse /$gk: [[ara, katara, loidoria, elegmos]]$/	curse /$gk: [[ara, katara, loidoria, elegmos]]$/	ara, katara, loidoria, elegmos	387b	1	2010-02-20	1900-01-01	vagrant		(S, A, sA, B, F) ―	(S, A, sA, B, F) ―	(S, A, sA, B, F) ―	(S, A, sA, B, F) ―	(S, A, sA, B, F) ― (ⲡ)	noun male	αρα, καταρα, λοιδορια, ελεγμοσ	curse [αρα, καταρα, λοιδορια, ελεγμοσ]	curse [αρα, καταρα, λοιδορια, ελεγμοσ]	curse	curse	387	b	― (ⲡ)			― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)				0
2137	1546	2136	eps.	0	under curse	under curse		387b	2	2010-02-20	1900-01-01	vagrant		ⲉⲡⲥ.	ⲉⲡⲥ.	ⲉⲡⲥ.	ⲉⲡⲥ.	ⲉⲡⲥ.	-		under curse	under curse	under curse	under curse	387	b											1
2138	1546	2136	(S,sA,B) Haps.	0	(sim)	(sim)		387b	3	2010-02-20	1900-01-01	vagrant		(S, sA, B) ϩⲁⲡⲥ.	(S, sA, B) ϩⲁⲡⲥ.	(S, sA, B) ϩⲁⲡⲥ.	(S, sA, B) ϩⲁⲡⲥ.	(S, sA, B) ϩⲁⲡⲥ.	-		<i>sim</i>	sim	<i>sim</i>	sim	387	b	ϩⲁⲡⲥ.				ϩⲁⲡⲥ.	ϩⲁⲡⲥ.					1
2139	1546	2136	(S,B) Ji s.,Gi s.	0	receive curse, be cursed	receive curse, be cursed		387b	4	2010-02-20	1900-01-01	vagrant		(S, B) ϫⲓ ⲥ., ϭⲓ ⲥ.	(S, B) ϫⲓ ⲥ., ϭⲓ ⲥ.	(S, B) ϫⲓ ⲥ., ϭⲓ ⲥ.	(S, B) ϫⲓ ⲥ., ϭⲓ ⲥ.	(S, B) ϫⲓ ⲥ., ϭⲓ ⲥ.	-		receive curse, be cursed	receive curse, be cursed	receive curse, be cursed	receive curse, be cursed	387	b	ϫⲓ ⲥ., ϭⲓ ⲥ.					ϫⲓ ⲥ., ϭⲓ ⲥ.					1
2140	1546	0	(S,A,B) reFs.	0	curser	curser		387b	5	2010-02-20	1900-01-01	vagrant		(S, A, B) ⲣⲉϥⲥ.	(S, A, B) ⲣⲉϥⲥ.	(S, A, B) ⲣⲉϥⲥ.	(S, A, B) ⲣⲉϥⲥ.	(S, A, B) ⲣⲉϥⲥ.	-		curser	curser	curser	curser	387	b	ⲣⲉϥⲥ.			ⲣⲉϥⲥ.		ⲣⲉϥⲥ.					0
2144	1549	0	(S) siGe	2	{intr:} (meaning as last)	{intr:} (meaning as last)		388b	1	2010-02-20	1900-01-01	vagrant		(S) ⲥⲓϭⲉ	(S) ⲥⲓϭⲉ	(S) ⲥⲓϭⲉ	(S) ⲥⲓϭⲉ	(S) ⲥⲓϭⲉ	verb		<b>intr:</b> <i>meaning as last</i>	intr: meaning as last	<b>intr:</b> <i>meaning as last</i>	intr: meaning as last	388	b	ⲥⲓϭⲉ										0
2145	1551	0	(S) mnts.	0	anointing, adornment /$gk: [[kosmos]]$/	anointing, adornment /$gk: [[kosmos]]$/	kosmos	388b	1	2010-02-20	1900-01-01	vagrant		(S) ⲙⲛⲧⲥ.	(S) ⲙⲛⲧⲥ.	(S) ⲙⲛⲧⲥ.	(S) ⲙⲛⲧⲥ.	(S) ⲙⲛⲧⲥ.	-	κοσμοσ	anointing, adornment [κοσμοσ]	anointing, adornment [κοσμοσ]	anointing, adornment	anointing, adornment	388	b	ⲙⲛⲧⲥ.										0
2146	1551	0	(S) nes s.	0	boil ointment, (so) make perfumes	boil ointment, (so) make perfumes		388b	2	2010-02-20	1900-01-01	vagrant		(S) ⲛⲉⲥ ⲥ.	(S) ⲛⲉⲥ ⲥ.	(S) ⲛⲉⲥ ⲥ.	(S) ⲛⲉⲥ ⲥ.	(S) ⲛⲉⲥ ⲥ.	-		boil ointment, <i>so</i> make perfumes	boil ointment, so make perfumes	boil ointment, <i>so</i> make perfumes	boil ointment, so make perfumes	388	b	ⲛⲉⲥ ⲥ.										0
2147	1551	0	(S) skenenise	4	cooking grease	cooking grease		388b	3	2010-02-20	1900-01-01	vagrant		(S) ⲥⲕⲉⲛⲉⲛⲓⲥⲉ	(S) ⲥⲕⲉⲛⲉⲛⲓⲥⲉ	(S) ⲥⲕⲉⲛⲉⲛⲓⲥⲉ	(S) ⲥⲕⲉⲛⲉⲛⲓⲥⲉ	(S) ⲥⲕⲉⲛⲉⲛⲓⲥⲉ (ⲧ)	noun female		cooking grease	cooking grease	cooking grease	cooking grease	388	b	ⲥⲕⲉⲛⲉⲛⲓⲥⲉ (ⲧ)										0
6465	1552	0		99	With following preposition:	With following preposition:		389a	1	2010-07-22	1900-01-01	vagrant							HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	389	a											0
6466	1552	6465	(S,A,B) ^^^ e-	0	to, toward	to, toward		389a	2	2010-07-22	1900-01-01	vagrant		(S, A, B) <i><b>c</b></i> ⲉ-	(S, A, B) <i><b>c</b></i> ⲉ-	(S, A, B) c ⲉ-	(S, A, B) c ⲉ-	(S, A, B) ⲉ- (c)	-		to, toward	to, toward	to, toward	to, toward	389	a	ⲉ- (c)			ⲉ- (c)		ⲉ- (c)					1
6467	1552	6465	(S) ^^^ nsa-	0	along (?)	along (?)		389a	3	2010-07-22	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲛⲥⲁ-	(S) <i><b>c</b></i> ⲛⲥⲁ-	(S) c ⲛⲥⲁ-	(S) c ⲛⲥⲁ-	(S) ⲛⲥⲁ- (c)	-		along <i>?</i>	along ?	along <i>?</i>	along ?	389	a	ⲛⲥⲁ- (c)										1
6468	1552	6465	(S) ^^^ Hi-	0	upon	upon		389a	4	2010-07-22	1900-01-01	vagrant		(S) <i><b>c</b></i> ϩⲓ-	(S) <i><b>c</b></i> ϩⲓ-	(S) c ϩⲓ-	(S) c ϩⲓ-	(S) ϩⲓ- (c)	-		upon	upon	upon	upon	389	a	ϩⲓ- (c)										1
6469	1552	6465	^^^ HiHra= n-	0	on surface of	on surface of		389a	5	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> ϩⲓϩⲣⲁ= ⲛ-	<i><b>c</b></i> ϩⲓϩⲣⲁ= ⲛ-	c ϩⲓϩⲣⲁ= ⲛ-	c ϩⲓϩⲣⲁ= ⲛ-	ϩⲓϩⲣⲁ⸗ ⲛ- (c)	-		on surface of	on surface of	on surface of	on surface of	389	a											1
6470	1552	6465	(S,B) ^^^ Hn-	0	in, upon	in, upon		389a	6	2010-07-22	1900-01-01	vagrant		(S, B) <i><b>c</b></i> ϩⲛ-	(S, B) <i><b>c</b></i> ϩⲛ-	(S, B) c ϩⲛ-	(S, B) c ϩⲛ-	(S, B) ϩⲛ- (c)	-		in, upon	in, upon	in, upon	in, upon	389	a	ϩⲛ- (c)					ϩⲛ- (c)					1
6471	1552	6465	(S) ^^^ ebol Hn-	0	away from	away from		389a	7	2010-07-22	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲉⲃⲟⲗ ϩⲛ-	(S) <i><b>c</b></i> ⲉⲃⲟⲗ ϩⲛ-	(S) c ⲉⲃⲟⲗ ϩⲛ-	(S) c ⲉⲃⲟⲗ ϩⲛ-	(S) ⲉⲃⲟⲗ ϩⲛ- (c)	-		away from	away from	away from	away from	389	a	ⲉⲃⲟⲗ ϩⲛ- (c)										1
6472	1552	6465	(S) ^^^ Hitn-	0	through, across	through, across		389a	8	2010-07-22	1900-01-01	vagrant		(S) <i><b>c</b></i> ϩⲓⲧⲛ-	(S) <i><b>c</b></i> ϩⲓⲧⲛ-	(S) c ϩⲓⲧⲛ-	(S) c ϩⲓⲧⲛ-	(S) ϩⲓⲧⲛ- (c)	-		through, across	through, across	through, across	through, across	389	a	ϩⲓⲧⲛ- (c)										1
2148	1552	0	(S) ma ns.	0	sailing course	sailing course		389a	9	2010-02-20	1900-01-01	vagrant		(S) ⲙⲁ ⲛⲥ.	(S) ⲙⲁ ⲛⲥ.	(S) ⲙⲁ ⲛⲥ.	(S) ⲙⲁ ⲛⲥ.	(S) ⲙⲁ ⲛⲥ.	-		sailing course	sailing course	sailing course	sailing course	389	a	ⲙⲁ ⲛⲥ.										0
2149	1552	0	(S) Se n..sk.	0	(meaning uncertain)	(meaning uncertain)		389a	10	2010-02-20	1900-01-01	vagrant		(S) ϣⲉ ⲛⲥⲕ.	(S) ϣⲉ ⲛⲥⲕ.	(S) ϣⲉ ⲛⲥⲕ.	(S) ϣⲉ ⲛⲥⲕ.	(S) ϣⲉ ⲛⲥⲕ.	-		<i>meaning uncertain</i>	meaning uncertain	<i>meaning uncertain</i>	meaning uncertain	389	a	ϣⲉ ⲛⲥⲕ.										0
2150	1552	0	(S,B) ^^	1	sailing, voyage /$gk: [[plous]]$/	sailing, voyage /$gk: [[plous]]$/	plous	389a	11	2010-02-20	1900-01-01	vagrant		(S, B) ―	(S, B) ―	(S, B) ―	(S, B) ―	(S, B) ― (ⲡ)	noun male	πλουσ	sailing, voyage [πλουσ]	sailing, voyage [πλουσ]	sailing, voyage	sailing, voyage	389	a	― (ⲡ)					― (ⲡ)					0
2160	1560	0	mpeF..te.	0	at his /*its*/ time, right time	at his /*its*/ time, right time		391b	1	2010-02-20	2010-07-22	vagrant	vagrant	ⲙⲡⲉϥⲧⲉ.	ⲙⲡⲉϥⲧⲉ.	ⲙⲡⲉϥⲧⲉ.	ⲙⲡⲉϥⲧⲉ.	ⲙⲡⲉϥⲧⲉ.	-		at his (its) time, right time	at his (its) time, right time	at his (its) time, right time	at his (its) time, right time	391	b											0
2161	1560	0	ep..te.	0	at, in time	at, in time		391b	2	2010-02-20	2010-07-22	vagrant	vagrant	ⲉⲡⲧⲉ.	ⲉⲡⲧⲉ.	ⲉⲡⲧⲉ.	ⲉⲡⲧⲉ.	ⲉⲡⲧⲉ.	-		at, in time	at, in time	at, in time	at, in time	391	b											0
2162	1560	0	ei ep..te.	0	reach time, age	reach time, age		391b	3	2010-02-20	2010-07-22	vagrant	vagrant	ⲉⲓ ⲉⲡⲧⲉ.	ⲉⲓ ⲉⲡⲧⲉ.	ⲉⲓ ⲉⲡⲧⲉ.	ⲉⲓ ⲉⲡⲧⲉ.	ⲉⲓ ⲉⲡⲧⲉ.	-		reach time, age	reach time, age	reach time, age	reach time, age	391	b											0
2163	1560	0	r ..te.	0	be of age /$gk: [[hlikian exein]]$/	be of age /$gk: [[hlikian exein]]$/	hlikian exein	391b	4	2010-02-20	2010-07-22	vagrant	vagrant	ⲣ ⲧⲉ.	ⲣ ⲧⲉ.	ⲣ ⲧⲉ.	ⲣ ⲧⲉ.	ⲣ ⲧⲉ.	-	ηλικιαν εχειν	be of age [ηλικιαν εχειν]	be of age [ηλικιαν εχειν]	be of age	be of age	391	b											0
2172	1562	0	(S,B) Ji t.,Gi t.	0	receive share, be partaker	receive share, be partaker		396b	1	2010-02-20	1900-01-01	vagrant		(S, B) ϫⲓ ⲧ., ϭⲓ ⲧ.	(S, B) ϫⲓ ⲧ., ϭⲓ ⲧ.	(S, B) ϫⲓ ⲧ., ϭⲓ ⲧ.	(S, B) ϫⲓ ⲧ., ϭⲓ ⲧ.	(S, B) ϫⲓ ⲧ., ϭⲓ ⲧ.	-		receive share, be partaker	receive share, be partaker	receive share, be partaker	receive share, be partaker	396	b	ϫⲓ ⲧ., ϭⲓ ⲧ.					ϫⲓ ⲧ., ϭⲓ ⲧ.					0
