key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
8023	90	3605	^^^ Ken-	0				712b	40	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8023.html	<i><b>c</b></i> ϧⲉⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϧⲉⲛ-</span> <span class=""nag-hammadi""></span></span>"	ϧⲉⲛ-	"<span class=""word""><span class=""spelling"">ϧⲉⲛ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ϧⲉⲛ- (c)	ϧⲉⲛ- (c)	ϧⲉⲛ- (c)	ϧⲉⲛ- (c)	ϧⲉⲛ- (c)	ϧⲉⲛ- (c)	ϧⲉⲛ- (c)	ϧⲉⲛ- (c)	ϧⲉⲛ- (c)	ϧⲉⲛ- (c)	1
8022	90	3605	^^^ Ka-	0				712b	41	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8022.html	<i><b>c</b></i> ϧⲁ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϧⲁ-</span> <span class=""nag-hammadi""></span></span>"	ϧⲁ-	"<span class=""word""><span class=""spelling"">ϧⲁ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ϧⲁ- (c)	ϧⲁ- (c)	ϧⲁ- (c)	ϧⲁ- (c)	ϧⲁ- (c)	ϧⲁ- (c)	ϧⲁ- (c)	ϧⲁ- (c)	ϧⲁ- (c)	ϧⲁ- (c)	1
8020	90	3605	^^^ e-	0				712b	42	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8020.html	<i><b>c</b></i> ⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉ-</span> <span class=""nag-hammadi""></span></span>"	ⲉ-	"<span class=""word""><span class=""spelling"">ⲉ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=712b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
8024	90	3605	^^^ HiJen-	0				713a	43	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/8024.html	<i><b>c</b></i> ϩⲓϫⲉⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϩⲓϫⲉⲛ-</span> <span class=""nag-hammadi""></span></span>"	ϩⲓϫⲉⲛ-	"<span class=""word""><span class=""spelling"">ϩⲓϫⲉⲛ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=713a	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	1
3606	90	0	(B) Sfhr nK.	0	fellow-labourer	fellow-labourer		713a	44	2010-03-26	2010-03-26	vagrant	vagrant	https://pishoyg.github.io/crum/3606.html	(B) ϣⲫⲏⲣ ⲛϧ.	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϣⲫⲏⲣ ⲛϧ.</span> <span class=""nag-hammadi""></span></span>"	ϣⲫⲏⲣ ⲛϧ.	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϣⲫⲏⲣ ⲛϧ.</span></span>"	-		fellow-labourer	fellow-labourer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=713a						ϣⲫⲏⲣ ⲛϧ.					0
3607	90	0	(B) JinK.	0	labour	labour		713a	45	2010-03-26	2010-03-26	vagrant	vagrant	https://pishoyg.github.io/crum/3607.html	(B) ϫⲓⲛϧ.	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϫⲓⲛϧ.</span> <span class=""nag-hammadi""></span></span>"	ϫⲓⲛϧ.	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϫⲓⲛϧ.</span></span>"	-		labour	labour	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=713a						ϫⲓⲛϧ.					0
6337	91	0		99	With following preposition:	With following preposition:		360b	1	2010-07-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/6337.html					HEADER		With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=360b											0
6338	91	6337	(S,B,F) ^^^ e-	0	throw at, put to |$ {intr:} 	throw at, put to |$ {intr:} 		360b	2	2010-07-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/6338.html	(S, B, F) <i><b>c</b></i> ⲉ-	"<span class=""word S B F"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S B F""><i><b>c</b></i> ⲉ-</span> <span class=""nag-hammadi""></span></span>"	ⲉ-	"<span class=""word S B F"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S B F"">ⲉ-</span> (c)</span>"	-		"throw at, put to
― <b>intr:</b>"	"throw at, put to
― <b>intr:</b>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=360b	ⲉ- (c)					ⲉ- (c)	ⲉ- (c)				1
6339	91	6337	(S,B) ^^^ eJn-	0	throw, put upon, add to |$ {intr:} 	throw, put upon, add to |$ {intr:} 		360b	3	2010-07-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/6339.html	(S, B) <i><b>c</b></i> ⲉϫⲛ-	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B""><i><b>c</b></i> ⲉϫⲛ-</span> <span class=""nag-hammadi""></span></span>"	ⲉϫⲛ-	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ⲉϫⲛ-</span> (c)</span>"	-		"throw, put upon, add to
― <b>intr:</b>"	"throw, put upon, add to
― <b>intr:</b>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=360b	ⲉϫⲛ- (c)					ⲉϫⲛ- (c)					1
6340	91	6337	(S,B) ^^^ nsa-	0	throw after, upon	throw after, upon		360b	4	2010-07-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/6340.html	(S, B) <i><b>c</b></i> ⲛⲥⲁ-	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B""><i><b>c</b></i> ⲛⲥⲁ-</span> <span class=""nag-hammadi""></span></span>"	ⲛⲥⲁ-	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ⲛⲥⲁ-</span> (c)</span>"	-		throw after, upon	throw after, upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=360b	ⲛⲥⲁ- (c)					ⲛⲥⲁ- (c)					1
6341	91	6337	^^^ Ha-,^^^ Ka-	0	throw, put beneath	throw, put beneath		361a	5	2010-07-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/6341.html	<i><b>c</b></i> ϩⲁ-, <i><b>c</b></i> ϧⲁ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϩⲁ-</span>, <span class=""spelling""><i><b>c</b></i> ϧⲁ-</span> <span class=""nag-hammadi""></span></span>"	ϩⲁ-, ϧⲁ-	"<span class=""word""><span class=""spelling"">ϩⲁ-</span>, <span class=""spelling"">ϧⲁ-</span> (c)</span>"	-		throw, put beneath	throw, put beneath	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=361a	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	1
6342	91	6337	(S,B) ^^^ Hi-	0	throw, put upon, in	throw, put upon, in		361a	6	2010-07-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/6342.html	(S, B) <i><b>c</b></i> ϩⲓ-	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B""><i><b>c</b></i> ϩⲓ-</span> <span class=""nag-hammadi""></span></span>"	ϩⲓ-	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ϩⲓ-</span> (c)</span>"	-		throw, put upon, in	throw, put upon, in	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=361a	ϩⲓ- (c)					ϩⲓ- (c)					1
