μεττεϭ,,,,,,,,,التصاق ، اتباع ، مناصرة ,,adhesion,,,,
πεττεϭ,,,,,,,,,لصق ، مادة لاصقة,,adhesive,,,,
ϫαϥ,,,,,,,,,,,A disease,,,,
επουει,,,,,,,,,,,A distance,,,,
επουει,,,,,,,,,,,A distance,,,,
ουει,,,,,,,,,,,A distance,,,,
ερθωϣ,,,,,,,,,,,adjacent,,,,
ϩιςκεν,,,,صفة,,,,,مجاور ، ملاصق ، متاخم,,adjacent,,,,
αλοκ `νϩιςκεν,,,,,,,,,زاوية ملاصقة,,adjacent angle,,,,
`ςμοτ ,esmot ,`smot ,`smot ,اسم,,,,,صفة,,adjective,,,,
ϭιθοϣ,,,,,,,,,,,adjoin,,,,
ϯθοϣ,,,,,,,,,يلحق ب,,adjoin,,,,
ϫινϯθοϣ,,,,,,,,,ملحق ب,,adjoining,,,,
εϣτ,,,,صفة,,,,,يؤجل,,adjourn,,,,
ϫινεϣτ,,,,اسم,مذكر,,,,تأجيل,,adjournment,,,,
ταϫο,,,,فعل,,,,,يحاكم ، يقاضي,,adjudicate,,,,
ϫινταϫο,,,,اسم,مذكر,,,,تحكيم,,adjudication,,,,
ϩερο,,,,اسم,مذكر,,,,مساعد ، ملحق,,adjunct,,,,
ϩεριςαορ,,,,اسم,مذكر,,,,أستاذ,,professor,,eaw. p.495,,
ϩεριςαορ `νϩερο,,,,اسم,مذكر,,,,أستاذ ملحق,,adjunct professor,,,,
ερςβαι,,,,فعل,,,,,يعلم ، يوجه,,instruct,,eaw. p.655,,
ςβαι,,,,اسم,مذكر,,,,معلم ، موجه,,instructor,,,,
ςβαι `νϩερο,,,,اسم,مذكر,,,,معلم ملحق,,adjunct instructor,,,,
μερ,,,,,,,,,,,adjure,,,,
μερ,,,,,,,,,,,adjure,,,,
μηρ,,,,,,,,,,,adjure,,,,
μορ,,,,,,,,,,,adjure,,,,
μορ,,,,,,,,,,,adjure,,,,
μουρ,,,,,,,,,,,adjure,,,,
ταρκο,,,,,,,,,,,adjure,,,,
ερμετο,,,,فعل,,,,,يعدل ، يكيف,,adjust,,eaw. p.332,,
πετεϣερμετο,,,,اسم,,,,,قابل للتكييف ، قابل للتكييف,,adjustable,,,,
ϫινερμετο,,,,اسم,مذكر,,,,تعديل ، تكييف,,adjustment,,,,
ερϫινμε,,,,فعل,,,,,يرتجل,,adlib,,,,
ϫινμε,,,,اسم,مذكر,,,,إرتجال,,adlibbing,,,,
`νϫινμε,,,,صفة,,,,,إرتجالي,,adlibbed,,,,
ερϩων,,,,فعل,,,,,يدير ، يدبر ، يحكم ، يقيم العدل,,administer,,,,
`νςεερϩων,,,,صفة,,,,,من تتم إدارته ، من يتم تدبيره,,administered,,,,
εροικονομιν,,,,,,,,,,,administrate,,,,
ϫινερϩων,,,,اسم,مذكر,,,,إدارة,,administration,,,,
Ϫινερϩεμι,hemi,ginerhemi,ginerhemi,اسم,مذكر,,,,,,administration,,إدارة,,
μα`νερϩεμι,ma enerhemi,ma`nerhemi,maenerhemi,اسم,مذكر,,,,,,administration place,,مقر إدارة,,
`νϫινερϩων,,,,صفة,,,,,إداري,,administrative,,,,
εραϭαρ,,,,فعل,,,,,يساعد,,assist,,,,
ρεϥαϭαρ,,,,اسم,مذكر,,,,مساعد,,assistant,,,,
ρεϥαϭαρ `νϫινερϩων,,,,اسم,,,,,مساعد إداري,,Administrative assistant,,,,
μερ `νϫινερϩων,,,,اسم,,,,,موظف إداري,,Administrative officer,,,,
επιτροπος,,,,,,,,,,,administrator,,,,
οικονομος,,,,,,,,,,,administrator,,,,
ρεϥερϩων,,,,اسم,مذكر,,,,مدير,,administrator,,,,
μεταριϩεμ,,,,اسم,مؤنث,,,,مهنة,,vocation,,eaw. p.66,,
`μμεταριϩεμ,,,,صفة,,,,,مهني,,vocational,,,,
Ρεϥερϩων `μμετεςβω `μμετ`ςναυ ,,,,,,,,,مدير تعليم ثانوي,,Administrator – post-secondary education and vocational training,,,,
διοικετης,dioiketiːs,dioiketys,dioiketys,اسم,مذكر,ραν,πι,ελ,حاكم,,Adminstrator,,,,
διοικητης,dioikiːtiːs,dioikytys,dioikytys,اسم,مذكر,ραν,πι,ελ,حاكم,,Adminstrator,,,,
ερεϣπηρε,,,,فعل,,,,,يعجب ب,,admire,,,,
ρεϥερεϣπηρε,,,,اسم,مذكر,,,,معجب,,admirer,,,,
ϫινερεϣπηρε,,,,اسم,مذكر,,,,إعجاب,,admiring,,,,
ϧεν ουϫινερεϣπηρε,,,,ظرف,,,,,بإعجاب,,admiringly,,,,
πετεϣερϣπηρε,,,,صفة,,,,,ما يمكن الإعجاب به,,admirable,,,,
ϧεν ουπετεϣερϣπηρε,,,,ظرف,,,,,بطريقة يمكن الإعجاب بها,,admirably,,,,
ϧενιτ,,,,اسم,مذكر,,,,أدميرال ، لواء بحري,,admiral,,eaw. p.576,,
ϧενο,,,,اسم,مذكر,,,,بحار,,sailor,,,,
μετερεϣπηρε,,,,اسم,,,,,إعجاب,,admiration,,,,
οινϣφηρι,,,,,,,,,,,admire,,,,
ερϩαν,,,,فعل,,,,,يقبل,,admit,,eaw. p.441,,
χα,,,,,,,,,,,admit,,,,
μετςα,,,,اسم,مؤنث,,,,دخول,,admittance,,eaw.p. 641,,
`νςεερϩαν,,,,صفة,,,,,مقبول,,admitted,,,,
ϧεν ουϫινερϩαν,,,,ظرف,,,,,بطريقة مقبولة,,admittedly,,,,
ϫινερϩαν,,,,اسم,,,,,قبول,,admitting,,,,
σρεμρωμ,,,,,,,,,,,admonish,,,,
νετϣρα,,,,فعل,,,,,يعاتب,,admonish,,eaw. p. 410,,
μετνετϣρα,,,,اسم,مؤنث,,,,معاتبة,,admonishment,,,,
θοκς,,,,,,,,,,,admonition,,,,
θοκς,,,,,,,,,,,admonition,,,,
θοτς,,,,,,,,,,,admonition,,,,
θουκς,,,,,,,,,,,admonition,,,,
θουξ,,,,,,,,,,,admonition,,,,
τεκς,,,,,,,,,,,admonition,,,,
τοκς,,,,,,,,,,,admonition,,,,
τοτς,,,,,,,,,,,admonition,,,,
τωτς,,,,,,,,,,,admonition,,,,
φαφε,,,,اسم,مذكر,,,,طوب لبن,,adobe,,,,
μετρενπι,,,,اسم,مؤنث,,,,مرحلة المراهقة,,adolescence,,eaw. p. 427,,
πετρενπι,,,,اسم,مذكر,,,,مراهق,,adolescent,,,,
ερϣηρι,,,,فعل,,,,,يتبنى,,adopt,,,,
`νςεερϣηρι,,,,صفة,,,,,متبنى,,adopted,,,,
μετερϣηρι,,,,اسم,مؤنث,,,,تبني,,adoption,,,,
`μμετερϣηρι,,,,صفة,,,,,له علاقة بالتبني,,adoptive,,,,
νεϥερϩερ,,,,,,,,,بديع,,adorable,,eaw. p. 371,,
προσκυνησις,,,,,,,,,,,Adoration,,,,
μετςοϣ,,,,اسم,مؤنث,,,,عبادة,,adoration,,eaw. p. 593,,
ςοϣ,,,,فعل,,,,,يعبد,,adore,,,,
ϫινςοϣ,,,,اسم,مذكر,,,,عبادة,,adoring,,,,
σελσωλ,,,,,,,,,,,adorn,,,,
σολσελ,,,,,,,,,,,adorn,,,,
ταιηουτ,,,,,,,,,,,adorn,,,,
ερςμαρτ,,,,فعل,,,,,يزين,,adorn,,eaw. p. 602,,
`νςεερμαρτ,,,,صفة,,,,,مزين,,adorned,,,,
κοσμησις,,,,,,,,,,,adornment,,,,
σακ,,,,,,,,,,,Adornment,,,,
ςμαρτ,,,,اسم,مؤنث,,,,زينة,,adornment,,,,
τοιϧαϯ `νϭλωτ `ν`ςφιρ,,,,اسم,مذكر,,,,,,Adrenal glands,,,الغدة الجار كلوية,
αδρεναλιν,,,,اسم,مذكر,,,,أدرينالين,,adrenalin,,,,
αδρεναλιν,,,,اسم,مذكر,,,,أدرينالين,,adrenaline,,,,
ατϩεβ,,,,صفة,,,,,بلا هدف ، منجرف,,adrift,,Eaw. p. 475,,
ϣεςα,,,,صفة,,,,,بارع ، حاذق ، ماهر,,adroit,,eaw. p. 624,,
`νϣεςα,,,,صفة,,,,,ببراعة ، بمهارة,,adroitly,,,,
ϫαπαϫι,,,,,,,,,,,Adrymeasure,,,,
ϫαπιϫι,,,,,,,,,,,Adrymeasure,,,,
ϫαπιϫι,,,,,,,,,,,Adrymeasure,,,,
μετβεκϩατ,,,,اسم,مذكر,,,,تزلف ، مداهنة,,adulation,,eaw. p. 66,,
αρκο,,,,اسم,مذكر,,,,بالغ ، راشد,,adult,,eaw. p. 131,,
μεταρκο,,,,اسم,مؤنث,,,,بلوغ ، رشد,,adulthood,,,,
ερνωικ,,,,فعل,,,,,يزني,,adulterate,,,,
πανουργια,,,,,,,,,,,adulteration,,,,
νωικ,,,,,,,,,,,Adulterer,,,,
πονηρον,,,,,,,,,,,Adulterer,,,,
πονηρον,,,,,,,,,,,adulterer,,,,
πονηρος,,,,,,,,,,,Adulterer,,,,
πονηρος,,,,,,,,,,,adulterer,,,,
νωικ,,,,اسم,مذكر,,,,زان,,adulterous,,,,
μετνωικ,,,,اسم,مؤنث,,,,زنا,,Adultery,,,,
ςετϣετ,,,,فعل,,,,,يشير ، يرمز ، يخطط ، يطلل,,adumbrate,,,,
ερπροκοπτειν,,,,,,,,,,,advance,,,,
ερπροκοπτιν,,,,,,,,,,,advance,,,,
μετϩιμ,,,,اسم,مؤنث,,,,تقدم,,advance,,,,
αιαι,ɑiɑi,aiai,aiai,اسم,مذكر,ραν,πι,Χμ,ازدياد,,advance in age,vtr,,,
Ϧεν ουμετϩιμ,,,,ظرف,,,,,مقدما,,in advance,,,,
ερϩιμ,,,,فعل,,,,,يتقدم,,advance,,,,
`νςεερϩιμ,,,,صفة,,,,,متقدم,,advanced,,,,
ϣοϫνε,,,,فعل,,,,,يخطط,,plan,,,,
ϫινϣοϫνε,,,,اسم,مذكر,,,,تخطيط,,planning,,,,
ϣοϫνε `μμετϩιμ,,,,,,,,,تخطيط مسبق,,advance planning,,,,
ερϩεριτ,,,,فعل,,,,,يحذر,,warn,,,,
ϩεριτ,,,,اسم,مذكر,,,,تحذير,,warning,,eaw. p. 499,,
ϩεριτ `μμετϩιμ,,,,,,,,,تحذير مسبق,,advance warning,,,,
ϩωιταϣ,,,,اسم,مذكر,,,,تنويه,,notice,,eaw. p. 468,,
ϩωιταϣ `μμετϩιμ,,,,,,,,,تنويه مسبق,,advance notice,,,,
οι,,,,,,,,,,,advance in age,,,,
προκοπτη,,,,,,,,,,,Advancement,,,,
ϫινερϩιμ,,,,اسم,مذكر,,,,تقدم,,advancement,,,,
νεϩπ,,,,اسم,مذكر,,,,مغازلة,,advances,,,,
αμω,,,,اسم,مذكر,,,,سلاح,,weapon,,eaw. p. 21,,
μετςεμνι `ναμω `μμετϩιμ,,,,,,,,,نظام تسلح متقدم,,advanced weapon system,,,,
μετςεμνι `ναμω,,,,,,,,,نظام تسلح,,weapon system,,,,
νοϥρι,,,,,,,,,,,advantage,,,,
εμϩατ,,,,اسم,مذكر,,,,ميزة,,advantage,,eaw. p. 265,,
ϭιεμϩατ,,,,,,,,,يستغل موقف,,take advantage of,,,,
`νεμϩατ,,,,,,,,,ذو مميزات,,advantageous,,,,
αϧοτ,,,,اسم,مذكر,,,,الأفق,,horizon,,eaw. p. 24,,
ςαϩϯναϧοτ,,,,,,,,,الانتشار الأفقي للحرارة,,advection,,,,
πιφανεια,,,,,,,,,,,advent,,,,
πιφανιοσ,,,,,,,,,,,advent,,,,
ϯκουϫι ννηστια,,,,,,,,,,,advent,,,,
ϫινερϩητς,,,,اسم,مذكر,,,,بدء,,advent,,,,
αςοϩωϣι,,,,اسم,مذكر,,,,مغامرة,,adventure,,eaw. p. 9 - 445,,
εραςοϩωϣι,,,,فعل,,,,,يغامر,,Make adventure,,,,
ρεϥαςοϩωϣι,,,,اسم,مذكر,,,,مغامر,,adventurer,,,,
`ναςοϩωϣι,,,,صفة,,,,,متعلق بالمغامرة,,adventuresome,,,,
`ναςοϩωϣι,,,,صفة,,,,,متعلق بالمغامرة,,adventurous,,,,
τουϩορα,,,,,,,,,ظرف ، كلمة تصف الفعل ، مكمل الفعل,,adverb,,,,
`ντουϩορα,,,,,,,,,متعلق بكمل الفعل ، الظرف,,adverbial,,,,
ϩανϧαμο,,,,اسم,جمع,,,,خصوم,,adversaries,,,,
σαδανας,,,,,,,,,,,adversary,,,,
ϧαμο,,,,اسم,مذكر,,,,خصم,,adversary,,eaw. p. 572,,
ερϧαμο,,,,فعل,,,,,يناويء,,adverse,,,,
`νϧαμο,,,,ظرف,,,,,بصورة مناوئة,,adversely,,,,
μετϧαμο,,,,,,,,,محنة ، شدة ، ضراء ، مصيبة ، مكروه,,adversity,,,,
ονϩερ,,,,فعل,,,,,يعلن,,advertise,,eaw. p. 166,,
`νςεονϩερ,,,,صفة,,,,,معلن,,advertised,,,,
μετονϩερ,,,,اسم,مذكر,,,,إعلان,,advertisement,,,,
ρεϥονϩερ,,,,اسم,مذكر,,,,معلن,,advertiser,,,,
ϫινονϩερ,,,,اسم,مذكر,,,,إعلان,,advertising,,,,
ρεϥερϩεμι `νϫινονϩερ,,,,اسم,,,,,مدير إعلان,,Advertising Manager,,,,
ρεϥθωϣ,,,,اسم,,,,,متخصص,,Specialist,,,,
ρεϥθωϣ `νϫινονϩερ,,,,اسم,,,,,متخصص إعلان,,Advertising Specialist,,,,
μετερτωμι `νρωμι             ,,,,اسم,,,,,علاقات عامة,,public relations,,,,
μαναϧιτ,,,,اسم,مذكر,,,,سوق,,market,,eaw.p. 77,,
εραϧιτ,,,,فعل,,,,,يسوق,,market,,,,
ϫινεραϧιτ,,,,اسم,مذكر,,,,تسويق,,marketing,,,,
ρεϥερϩεμι `νϫινεραϧιτ,,,,,,,,,مدير تسويق,,marketing manager,,,,
ρεϥερϩεμι `μμετερτωμι `νρωμι             ,,,,,,,,,مدير علاقات عامة,,public relations manager,,,,
ρεϧ,,,,اسم,مذكر,,,,نصيحة,,advice,,eaw. p. 430,,
Ρεϧ `νανςεμι,,,,اسم,,,,,نصيحة قانونية,,legal advice,,,,
Ρεϧ `νϯφαϧρι,,,,اسم,,,,,نصيحة طبية,,medical advice,,,,
ρεϧ `νϫινϯϩατ,,,,اسم,,,,,استشارة مالية ، نصيحة مالية,,financial advice,,,,
`νϫινϯϩατ,,,,صفة,,,,,مالي,,financial,,,,
ρεϥϯϩατ,,,,اسم,مذكر,,,,ممول,,financer,,,,
ϭισοϭνι,,,,فعل,,,,,,,advise,,,,
ϯρεϧ,,,,فعل,,,,,ينصح,,advise,,,,
ρεϥϯρεϧ,,,,,,,,,ناصح ، مشير,,adviser,,,,
ρεϥσοϭνι,,,,اسم,مذكر,,,,مستشار ، ناصح ، مشير ,,advisor,,,,
ρεϥϯμευι,reftimevi,reftimeui,reftimeui,اسم,,,,,مستشار ، ناصح ، مشير ,,advisor,,,,
`νςοϭνι,,,,صفة,,,,,استشاري,,advisory,,,,
αγορεος,ɑgoreos,ajoreos,agoreos,صفة,,`ς,,ελ,سوقي,,advocate,nm,,,
ρεϥσεμι,,,,,,,,,مؤيد ، مدافع,,Advocate,,,,
ρεϥανςεμι,,,,اسم,مذكر,,,,محامي,,advocate,,,,
ινι,,,,,,,,,,,adze,,,,
,,,,,,,,,,,Aegypius Monachus,,,,
,,,,,,,,,,,Aepyceros Melampus,,,,
αϧοεςϧαι,,,,اسم,مذكر,,,,صورة,,photograph,,eaw. p. 23,,
`νθηου,,,,صفة,,,,, جوي ، هوائي,,aerial,,,,
αϧοεςϧαι `νθηου,,,,,,,,,تصوير جوي,,aerial photograph,,,,
`μμετραθηου,,,,صفة,,,,,إيروبكي,,aerobic,,,,
μετραθηου,,,,اسم,مؤنث,,,,أيروبكس,,aerobics,,,,
μετμοϣιθηου,,,,اسم,مؤنث,,,,خواص حركة الجسم في الهواء ، الايروديناميكية,,aerodynamics,,,,
`μμετμοϣιθηου,,,,صفة,,,,,متعلق بخواص حركة الجسم في الهواء ، إيروديناميكي,,aerodynamic,,,,
`νθουϩωτ,enthouhwt,`nthouhwt,`nthouhwt,صفة,,,,,متعلق بالملاحة الجوية,,Aeronautical,,,متعلق بالملاحة الجوية,
Ρεϥκαβ `νθουϩωτ,refkab enthouhwt,refkab `nthouhwt,refkab `nthouhwt,اسم,مذكر,,,,مهندس ملاحة جوية,,Aeronautical engineer,,,مهندس ملاحة جوية,
θουϩωτ,thouhwt,thouhwt,thouhwt,فعل,,,,,يقوم بالملاحة الجوية,,aeronavigate,,,يقوم بالملاحة الجوية,
μετθουϩωτ,metthouhwt,metthouhwt,metthouhwt,اسم,مؤنث,,,,ملاحة جوية,,aeronavigation,,,ملاحة جوية,
ϧεντι,,,,اسم,مذكر,,,,ربان,,Pilot,,eaw. p. 554,,
ρεϥϩαλαι,,,,اسم,مذكر,,,,طيار,,Pilot,,,,
θουαϫαρτα,,,,اسم,مذكر,,,,طائرة,,Aeroplane,,eaw. p. 112,,
Ρεϥϩαλαι `νθουαϫαρτα,,,,اسم,مذكر,,,,قائد طائرة,,Aeroplane Pilot,,,,
αεροςολ,,,,اسم,مذكر,,,,أيروسول,,aerosol,,,,
θουουρεϩ,,,,اسم,مذكر,,,,نطاق الطيران,,aerospace,,,,
`νθουουρεϩ,,,,صفة,,,,,متعلق بالطيران,,aerospace,,,,
Ρεϥκαβ `νθουουρεϩ,,,,اسم,,,,,مهندس طيران,,Aerospace engineers,,,,
`ννεϥερ,,,,صفة,,,,,جمالي,,esthetic,,,,
`ννεϥερ,,,,صفة,,,,,جمالي,,aesthetic,,,,
ϧεν ουνεϥερ,,,,ظرف,,,,,بطريقة جميلة,,aesthetically,,,,
εμινεϥερ,,,,اسم,مذكر,,,,دراسة علوم الجمال,,aesthetics,,,,
ϩι`φουει,hiepʰoːei,hi`phouei,hiephouei,صفة,,`ς,,Χμ,بعيد ، من بعيد,,afar,,,,
βεντ,,,,اسم,مذكر,,,,كرة,,ball,,eaw. p. 217,,
βεντενρατ,,,,اسم,مذكر,,,,كرة القدم,,football,,,,
ϫινςεϩο,,,,اسم,مذكر,,,,مؤتمر,,conference,,eaw. p. 683,,
ϫινςεϩο `μβεντενρατ `ναμερικα,,,,,,,,,مؤتمر كرة القدم الأمريكية,,AFC,,,,
ϭανμετο,,,,صفة,,,,,دمس ، أنيس ، عذب المعاشرة,,affable,,eaw. p. 868-335,,
`νϭανμετο,,,,,,,,,بطريقة دمسة ، بطريقة ودودة,,affably,,,,
μετερτωμι,Met-ertomi,metertwmi,metertwmi,اسم,مؤنث,,,,علاقة,,affair,,,,
ϧαμ,,,,,,,,,يؤثر في ,,affect,,,,
μεταϭα,,,,,,,,,تكلف ، تصنع,,affectation,,,,
`νςεϧαμ,,,,,,,,,متأثر ، متكلف ، متصنع,,affected,,,,
ϫινϧαμ,,,,,,,,,مؤثر,,affecting,,,,
ϫινςαβ,,,,اسم,مذكر,,,,عاطفة ، تأثير,,affection,,eaw. p. 885,,
`νϫινςαβ,,,,صفة,,,,,حنون,,affectionate,,,,
ϧεν ου ϫινςαβ,,,,,,,,,بطريقة حنونة ، بطريقة ودودة,,affectionately,,,,
οτενμετερ,,,,اسم,مذكر,,,,إفادة مكتوبة ، شهادة مكتوبة للمحكمة,,affidavit,,eaw. p. 334 - 191,,
αςερ,,,,فعل,,,,,يضم إلى ، يتتبع أصل الشيء ، ينتسب إلى,,affiliate,,eaw. p. 90,,
ϧετ,,,,اسم,مذكر,,,,شركة تابعة,,affiliate,,,,
`νςεαςερ,,,,صفة,,,,,تابع ل ، منتسب ل,,affiliated,,,,
ϫιναςερ,,,,اسم,مذكر,,,,الانتماء ، الانتساب,,affiliation,,,,
ϩανϫινεμϩαο,,,,اسم,جمع,,,,مصاهرات ، إنتماءات ، علاقات قرابة,,affinities,,,,
ϫινεμϩαο,,,,اسم,مذكر,,,,إنجذاب ، قرابة  ، شبه,,affinity,,eaw. p. 438,,
εμερα,,,,فعل,,,,,يؤكد ، يؤيد,,affirm,,eaw. p. 265- 415,,
`νϫινεμερα,,,,صفة,,,,,إيجابي ,,affirmative,,,,
ϧεν ουϫινεμερα,,,,ظرف,,,,,بطريقة إيجابية ، بطريقة مؤيدة,,affirmatively,,,,
ςεαν`τϩη,,,,,,,,,زائدة ، حروف في بادية الكلمة تعطي معنى,,affix,,,,
τϩεμκηουτ,,,,,,,,,,,afflict,,,,
ερατο,,,,فعل,,,,,يبتلي,,afflict,,eaw. p. 12,,
ϫινερατο,,,,اسم,مذكر,,,,ابتلاء,,affliction,,,,
θλιψις,,,,,,,,,,,affliction,,,,
μετορϧετ,,,,اسم,مذكر,,,,ترف ، بحبوحة ، غنى,,affluence,,eaw. p. 171,,
ορϧετ,,,,صفة,,,,,مترف ، غني,,affluent,,,,
ερϩαο,,,,فعل,,,,,يتحمل نفقات ، يتحمل,,afford,,eaw. p. 438,,
πετεϣερϩαο,,,,صفة,,,,,يمكن تحمله ، يمكن تحمل نفقاته,,affordable,,,,
ϯ`πϩο,,,,فعل,,,,,يواجه,,affront,,,,
Αϥϫανιςταν,,,,,,,,,أفغانستان,,Afghanistan,,,,
`ννεμα,,,,صفة,,,,,طاف ، جسم يطفو,,afloat,,eaw. p. 374,,
`νϩοϯ,,,,صفة,,,,,خائف,,afraid,,,,
`νϩητς,,,,ظرف,,,,,من البدء,,afresh,,,,
αϥρικα,,,,اسم,مذكر,,,,أفريقيا,,Africa,,,,
`ναϥριςα,,,,صفة,,,,,أفريقي,,African,,,,
ρεμ`ναϥρικα,,,,اسم,مذكر,,,,مواطن أفريقي,,African,,,,
`ναϥρικα νεμ αμερικα,,,,صفة,,,,,أفروأمريكي,,African-American,,,,
ρεμ`ναμερικα νεμ αϥρικα,,,,اسم,مذكر,,,,مواطن أفروأمريكي,,African-American,,,,
αϥρικανζ,,,,اسم,مذكر,,,,اللغة الأفريقانية ، لغة الأفريكانز,,Afrikaans,,,,
επειδη,,,,,,,,,,,After,,,,
επειδη,,,,,,,,,,,After,,,,
επιδε,,,,,,,,,,,After,,,,
επιδε,,,,,,,,,,,After,,,,
επιδη,,,,,,,,,,,After,,,,
επιδη,,,,,,,,,,,After,,,,
επιδη,,,,,,,,,,,After,,,,
ετι,,,,,,,,,,,After,,,,
εϫω,,,,,,,,,,,after,,,,
μενενσα,,,,,,,,,,,After,,,,
μενενσα εβολ,,,,,,,,,,,After,,,,
μενϩε,,,,,,,,,,,After,,,,
μενϩη,,,,,,,,,,,After,,,,
μενϩη,,,,,,,,,,,After,,,,
μενϩη,,,,,,,,,,,After,,,,
μενϩη,,,,,,,,,,,After,,,,
σα,,,,,,,,,,,After,,,,
σαφαϩου,,,,,,,,,,,after,,,,
ϩe,,,,,,,,,,,After,,,,
ϩη,,,,,,,,,,,After,,,,
ϩιφαϩου,,,,,,,,,,,after,,,,
μενενσα,,,,,,,,,بعد,,after,,,,
ντα,,,,,,,,,,,After foregoing gen,,,,
ντε,,,,,,,,,,,After foregoing gen,,,,
ϫε,,,,,,,,,,,After Gk particles,,,,
μφη,,,,,,,,,,,After jin,,,,
μενενσω,,,,,,,,,,,After of time,,,,
ντα,,,,,,,,,,,After strong article,,,,
ντα,,,,,,,,,,,After strong article,,,,
ντε,,,,,,,,,,,After strong article,,,,
ϫε,,,,,,,,,,,After verbs call or name,,,,
ετι,,,,,,,,,,,After which,,,,
ϫινατα `ννηου,,,,اسم,مذكر,,,,تأثير لاحق,,aftereffect,,,,
ωνϧ`ννηου,,,,,,,,,الحياة الأخرى ، ما بعد الموت,,afterlife,,,,
μενϩηϧεπριτ,,,,اسم,مذكر,,,,أثار حادثة ما ، عواقب حادثة ما,,aftermath,,,,
μενϩηαϩαιτ,,,,اسم,مذكر,,,,بعد الظهر,,afternoon,,,,
μενϩηϣωπ,,,,اسم,مذكر,,,,كولونيا بعد الحلاقة,,aftershave,,,,
μενϩηϭιϯπι,,,,اسم,مذكر,,,,المذاق المتخلف في الفم,,aftertaste,,,,
μενϩημευι,,,,اسم,مذكر,,,,فكرة لاحقة ،فكرة تالية,,afterthought,,,,
μενεσως,,,,,,,,,,,Afterward,,,,
σατϩη,,,,,,,,,بعد ذلك,,afterward,,,,
σατϩη,,,,,,,,,بعد ذلك,,afterwards,,,,
ϩετϣ,,,,اسم,مذكر,,,,فضة,,Ag,Silver,eaw. p. 523,,
κεσοπ,,,,,,,,,,,again,,,,
μπαικεσοπ,,,,,,,,,,,again,,,,
νουωϩεμ,,,,,,,,,,,Again,,,,
ον,,,,,,,,,مرة أخرى,,Again,,,,
παλαια,,,,,,,,,,,Again,,,,
παλεος,,,,,,,,,,,Again,,,,
ρο,,,,,,,,,,,again,,,,
ϫε,,,,,,,,,,,again,,,,
`νκεςοπ,,,,,,,,,مرة أخرى,,again,,,,
αντι,ɑnti,anti,anti,prefix بادئة,صيغة مركبة,prefix بادئة,صيغة مركبة,ελ,بدل,,against,,,,
ε,,,,,,,,,ضد,,against,,,,
ε,,,,,,,,,ضد,,against,,,,
εουβε,,,,,,,,,,,Against,,,,
ερο,,,,,,,,,,,against,,,,
ερο,,,,,,,,,,,against,,,,
ερω,,,,,,,,,,,against,,,,
εϫω,,,,,,,,,,,against,,,,
μαϣ,,,,,,,,,,,against,,,,
μαϣ,,,,,,,,,,,against,,,,
μαϣι,,,,,,,,,,,against,,,,
μεϣ,,,,,,,,,,,against,,,,
μιϣι,,,,,,,,,,,against,,,,
νσω,,,,,,,,,,,Against,,,,
ουβε,,,,,,,,,,,Against,,,,
ουβε,,,,,,,,,,,Against,,,,
ουβη,,,,,,,,,,,against,,,,
οϩι,,,,,,,,,,,against,,,,
παρα,,,,,,,,,,,Against,,,,
ϧαρο,,,,,,,,,,,against,,,,
αχατης,ɑkʰɑtiːs,aqatys,akhatys,اسم,مذكر,ραν,πι,ελ,عقيق يماني,,Agate precious stone,,,,
γενεα,gene`ɑ,jene`a,gene`a,اسم,مؤنث,ραν,ϯ,ελ,جيل,,age,,,,
εραπας,,,,,,,,,,,age,,,,
εων,,,,,,,,,,,age,,,,
μαη,,,,,,,,,,,age,,,,
μαιη,,,,,,,,,,,age,,,,
αϩε,,,,اسم,مذكر,,,,سن ، عمر ، مدة حياة الفرد,,age,,,,
ερϧελλο,,,,فعل,,,,,يعجز ، يشيخ,,age,,,,
ςεϩο `ναϩε,,,,,,,,,فئة عمرية,,age group,,,,
ὲνεϩ,eneh,`eneh,èneh,اسم,مذكر,ραν,πι,Χμ,أبد,,Age period of time,,,,
παλαια,,,,,,,,,,,Aged,,,,
παλαιος,,,,,,,,,,,Aged,,,,
παλεα,,,,,,,,,,,Aged,,,,
παλεος,,,,,,,,,,,Aged,,,,
νεϧϧο,,,,صفة,,,,,مسن,,aged,,,,
αταϩε,,,,صفة,,,,,دائم الشباب,,ageless,,,,
ϫιναρι,,,,اسم,مذكر,,,,وكالة ، مكتب تجاري ، إدارة,,agency,,eaw. p. 65,,
χαινιρι,Kai-en-iri,qainiri,kainiri,اسم,مذكر,,,,أجندة,,agenda,,,,
πραγματευτης,,,,,,,,,,,agent,,,,
ρεϥαρι,,,,اسم,مذكر,,,,عميل ، وكيل ، نائب ، ممثل,,agent,,,,
ερ,,,,,,,,,,,agere,act,"agent, agency, agenda",,
νιενεϩ,,,,,,,,,دهور,,ages,,,,
ερνιϣϯ,,,,اسم,مذكر,,,,يعظم,,aggrandize,,,,
ϫινερνιϣϯ,,,,اسم,مذكر,,,,تعظيم,,aggrandizement,,,,
ερβεν,,,,فعل,,,,,يتفاقم ، يزداد حدة,,aggravate,,eaw. p. 216,,
ϫινερβεν,,,,,,,,,متفاقم ، مزعج,,aggravating,,,,
μετβεν,,,,,,,,,تفاقم ، إثارة,,aggravation,,,,
`ντωμεντ,,,,صفة,,,,,إجمالي,,aggregate,,,,
