Marcion	Crum	_v_	Entry
97	3a		[[[ⲁⲃⲁϭⲏⲉⲓⲛ]]] (PS), [[ϩⲁⲃ-]] (Ap 4), [[ⲁⲃⲓϭⲏⲉⲓⲛ]], [[ⲁⲃⲁⲕⲏⲓⲛⲉ]], [[ⲁϥⲉϭⲉⲉⲛⲉ]] (Mor 31 211), [[ⲁⲃⲓϭⲉⲉⲓⲛⲉ]] [[S]], [[ⲁⲃⲁϫⲏⲓⲛⲓ]], [[ⲁⲃⲁϫⲓⲛⲓ]], [[ⲃⲁϫⲓⲛⲓ]], [[ⲃⲁϫⲏⲓⲛⲓ]], [[ⲃⲁϫⲏⲛⲓ]] [[B]], [[ⲁⲃⲓϭⲉⲛⲓ]] [[F]] (many varr [[S]][[B]]), sg as pl Mor 47 178, C 43 128, nn m f (C 86 356, 359), __glass__, _cf_ Pers [[آبگينه]] (Tattam): Job 28 17 [[B]], Ap 21 18 [[S]][[B]], [[ὕαλος]], Ap 4 6 [[S]][[B]] [[ὑάλινος]], P 44 61 [[S]] [[زجاج]]. Objects of glass: [[εἶδος]] MG 25 370 ////thing seen __in__ glass (Polotsky)// [[B]], PMéd 219, 230 [[S]]; [[σκεῦος]] Mor 19 91 [[S]], _ib_ 48 56 [[S]] = C 43 128 [[B]], MG 25 255 [[B]] (chalices in poor churches, _cf_ PO 5 62, Ryl _Bulletin_ 11 293); [[ποτήριον]] BM 1008 [[S]]; [[ⲙⲟⲕⲓ]] MG 25 191 [[B]]; [[ⲡⲟⲛⲕϥ]] Mor 31 211 [[S]]; [[ϭⲁⲗⲗⲁϩⲧ]] Kropp F; [[ϩⲁⲃⲥ]] cover, lid BKU 1 26 18 [[F]]; [[ⲕⲁⲩⲧⲏⲣ]], [[ⲕⲁⲧⲏⲗ]] [[قدير]] Bodl(P) a 1 _f_, a 3 22 (_cf_ a 2 60); sapphire-hued from Alexandria Mor 47 178 [[S]], pure ([[καθαρός]]) violet-hued ([[ⲓⲱⲓⲁⲥ]] ? [[ἰόεις]]) Z 611 [[S]], white Syrian [[ⲛⲁϣ(ϣ)ⲉⲙⲓ]] ([[الشامى]]) [[ⲛⲁⲗⲁⲩ]] Bodl(P) a 2 38.\n[[ⲥⲁⲛⲁⲃⲁϭⲏⲉⲓⲛ]], [[-ϫⲏⲓⲛⲓ]] [[S]][[B]] nn m, __glass-blower__ or __seller__: C 41 67, K 128 [[B]] [[زجّاج]], Mor 50 45 [[S]], CO 162 [[S]]. [[ⲃⲁϫ]](var [[ⲅ]])[[ⲏⲓⲛⲓⲧⲏⲥ]] [[زجّاج]] K 111 [[B]].\nIn place-name: PSBA 29 301 Monastery of [[ⲛⲓⲁⲛ]] (? [[ⲛⲓⲥⲁⲛ]]) [[ⲁⲃⲁϫⲱⲛⲓ]] [[دير الزجاج]], W. of Alexandria.
2311	3a	v	[[[ⲁⲑⲏⲣ]]] [[B]] _v_ [[ϩⲁⲧⲏⲣ]].
2316	3a	v	[[[ⲁⲑⲱⲣ]]] [[B]] _v_ [[ϩⲁⲧⲱⲣ]].
249	3a	v	[[[ⲁⲑⲣⲉⲩ]]] [[B]] _v_ [[ϩⲁⲧⲣⲉ]].
1828	3a	v	[[[ⲁⲑⲁϩ]]] [[B]] _v_ [[ⲱⲧϩ]].
937	3a	v	[[[ⲁⲕ]]] _v_ [[ⲱⲕ]].
812	3a	v	[[[ⲁⲉⲓⲕ]]] [[A]][[F]] _v_ [[ⲟⲉⲓⲕ]].
98	3a		[[[ⲁⲉⲓⲕ]]] [[S]][[A^2]], [[ⲁⲓⲕ]] //[[B]]//[[B]][[F]]// nn m, __consecration__ of church, altar, house &c: Nu 7 10 [[B]] ([[S]] [[ϫⲓⲁ.]]), 2 Chr 7 9 [[B]], Dan 3 3 [[B]], Ps 29 1 [[B]] ([[S]] [[ϫⲓ ⲁ.]]), [[ἐγκαινισμός]]; Dan 3 2 [[B]], Jo 10 22 [[B]] (//[[S]]//[[S]][[F]]// [[ϫⲓ ⲁ.]]) [[ἐγκαίνια]], MG 25 112, 113, 387 [[B]] bishops & clergy gathered for ceremony, EW 127 [[B]] lections for [[ⲡⲓⲁ.]] of a [[σκηνή]] _i e_ its anniversary, Miss 4 685 [[S]], Pcod 6 [[S]].\n[[ⲉⲣ ⲁ.]] [[B]], __consecrate__: 3 Kg 8 63, 2 Chr 7 5 //[[ἐγκαινεῖν]]//[[ἐγκαινίζειν]]//, P arab 203 150 [[B]] of patriarch [[ⲛⲧⲉϥⲓⲣⲓ ⲙⲡⲁ. ⲛϩⲁⲛⲏⲓ ⲙⲃⲉⲣⲓ]] [[كرز]].\n[[ϫⲓ]], [[ϭⲓ ⲁ.]] [[S]][[B]], __consecrate__: He 9 18 [[S]] ([[B]] [[ⲧⲟⲩⲃⲟ]]), Deu 20 5 [[B]] ([[S]] [[ϫⲓ ⲁ. ⲉⲃⲟⲗ]]) //[[ἐγκαινεῖν]]//[[ἐγκαινίζειν]]//.\n― [[S]][[A^2]][[B]] nn m, __consecration__, _cf_ above, [[ⲁ.]] nn: Mor 22 40 [[S]] [[ⲡϫⲓ ⲁ.]] ([[ⲟⲉⲓⲕ]]) [[ⲙⲡⲉϥⲧⲟⲡⲟⲥ]] = [[B]] [[ⲡⲓⲁⲅⲓⲁⲥⲙⲟⲥ]], Mich 550 41 [[S]] saint urged to perform [[ϫⲓ ⲁ.]] of new church acc to canons, BMis 526 [[S]], _cf_ _ib_ [[ϩⲁⲅⲓⲁⲍⲉ]] used of same ceremony; but _ib_ 225 [[S]] [[ϫⲓ ⲁ.]] & [[ϩⲁⲅ.]] seem distinct, _cf_ also Miss 4 631 [[S]]. Prob = [[تكريز]] by bishops at new or restored church (PO 16 749, Synax 1 156, 269, 2 171, Abû Ṣâliḥ 30 b, 45 b, 47 b), which = [[ϫⲓⲛⲉⲣⲁⲅⲓⲁⲍⲓⲛ]] HCons 1, TEuch 1 463; C 86 257 [[B]] [[ⲡⲓⲉϩⲟⲟⲩ ⲛⲧⲉ ⲡⲉⲕϭⲓ.]]\n[[ⲁ.]], Tri 141 [[S]] = [[تجديد]] __renovation__.
1239	3b	v	[[[ⲁⲕⲉ]]] [[A]] _v_ [[ⲟⲕⲉ]].
99	3b		[[[ⲁⲕⲏ]]] [[S]] nn, meaning unknown: WS 140 [[ⲡϩⲁⲙⲁ.]] V [[ϩⲁⲙ]]. ////BMOr 6201 B 66 [[ⲁⲕϭⲱⲡ ⲧⲁ. ⲛⲛⲓⲧⲁⲗⲁⲓⲡⲱⲣⲟⲥ]], _ib_ [[]ⲗⲁⲕⲟⲟⲧⲉ ⲛⲏⲣⲡ ϩⲓⲧⲉⲩⲁ.]], Turin ostr (Farina 651) [[ⲧⲁ. ⲙⲡⲡⲁⲣϩⲟⲇⲟⲥ]], _ib_ (426) [[ⲧⲃⲃⲟ ⲧⲁ. ⲉⲃⲟⲗ]]; pl Bodl(P) d 203 [[S]] ye wrote [[ⲉⲧⲃⲉⲛⲁⲕⲟⲟⲩⲉ]].//
415	3b		[[[ⲁⲕⲱ]]], [[ⲁⲅⲱ]], [[ⲅⲱ]] [[S]][[B]] nn f, __thing destroyed__, __carrion__, __filth__, __destruction__: Lev 5 22 [[B]] ([[S]] [[ⲛⲕⲁ]]) [[ⲁ. ⲉⲥⲥⲟⲣⲉⲙ]] __res perdita__, Pro 1 26 [[B]] (var [[ⲧⲁⲕⲟ]]) Jer 12 11 [[B]] ([[S]] [[ⲧⲁⲕⲟ]]), _ib_ 18 17 [[B]] ([[S]] do), 2 Pet 2 1 [[B]] ([[S]] do) [[ἀπώλεια]]; ShP 130^5 17 [[S]] [[ⲛϥⲣ ⲧⲃⲛⲏ ⲁⲛ ⲙⲡⲁϩⲥ ⲏ ⲛⲁ.]], P 131^5 76 [[S]] [[ⲟⲩⲁ. ⲉⲥⲛⲏϫ ⲉⲃⲟⲗ]], Mor 50 57 [[S]] demoniac ate excrement [[ϩⲓⲁⲅⲱ ⲛⲓⲙ]], Mor 51 22 [[S]] wine spoilt…[[ⲉⲩⲟ ⲛⲅⲱ ϩⲓϩⲏⲙϫ]]; Lev 5 2, 7 24 [[S]] ([[B]] diff) [[θηριάλωτος]], ShWess 9 86 [[S]] sim. _Cf_ [[ⲧⲁⲕⲟ]].
2661	3b		[[[ⲁⲕⲗⲏ]]], [[ⲕⲁⲗⲏ]] [[B]] nn f, __weasel__: K 173 [[عرسة]] = [[γαλῆ]]; _cf_ PMéd 245. _V_ [[ⲕⲗⲏ]].
2662	3b		[[[ⲁⲕⲗⲏ]]], [[ⲁⲕⲗⲓ]], [[ⲁⲗⲕⲏ]] (P 55 11, Montp 167), [[ⲕⲁⲗⲏ]] (Lab) [[B]] nn f, among vessels: K 150 [[لفتية]] (so mostly), [[قنية]] (Montp), _l_ ? [[لقنية]] ([[λεκάνιον]]); _cf_ ? _ib_ 151 [[ⲕⲗⲏ]] [[زير]].
416	3b		[[[ⲁⲕⲟⲩⲗⲁⲩϫⲉ]]] [[S]] nn f, a vessel, receptacle ?: Mor 51 42 no herbs in garden, [[ⲟⲩⲇⲉ ϣⲗϭⲟⲙ ϩⲛⲧⲁ.]]
534	3b	v	[[[ⲁⲕⲉⲥ]]] [[S]] _v_ [[ⲁⲥϭ]].
417	3b		[[[ⲁⲕⲏⲥ]]] [[S]][[B]], [[ⲁⲕⲉⲥ]] (Tri 592, P 44 115), [[ⲁⲕⲓⲥ]] (P 43 116) [[S]] nn m, __girdle__, __breeches__: Ge 3 7 [[B]] [[περίζωμα]], _cit_ ShA 2 47 [[ⲡⲉⲣⲓⲍⲱⲙⲁ]], as elsewhere in [[S]] (Ru 3 15, Pro 29 42, Jer 13 11, BMar 219, last 2 [[B]] also); Ez 44 18 [[S]][[B]] [[περισκελής]], _cit_ CA 91 [[S]], Tri _l c_ [[S]], both [[اسافيط]], _l_ ? [[اسابيط]] ([[περισ.]] not understood in Ex 39 28 where Va 1 [[قلاسوة]], Lev 6 3, 16 4 where merely [[ϩⲃⲟⲥ]], in Ex 34 29 [[سروالة]]); C 43 110 [[B]] hermit's __girdle__ for liturgical use. _Cf_ ? [[ϭⲟⲩⲛⲁϭⲥ]].
418	3b		[[[ⲁⲕⲧ]]], [[ⲁⲕⲏⲧ]] [[S]] vb tr, in late alchem. texts, __cause to solidify__, __congeal__, assuming = [[عقد]] (IV [[اعقد]]): Ryl 106 12 pound & cast mixture (of drugs) into pot with oil, [[ⲁⲕⲏⲧ ⲉⲙⲟⲟⲩ ϩⲓϫⲱⲡⲥⲁϩⲧⲉ]], AZ 23 111 of metal [[ⲁⲕⲏⲧ ⲉⲙⲱϥ ϩⲙⲡⲕⲟϩⲧ ⲉⲧϭⲏⲛ]], Bodl (P) a 1 _b_ of metals [[ⲁⲕⲏⲧ ⲙⲙⲟⲟⲩ ϩⲛⲟⲩⲕⲱϩⲧ ⲉϥⲕⲉⲣⲁ]] ([[κεραννύναι]]), Bodl _ib_ [[ⲉⲕϣⲁⲛϥⲟⲗϥ ⲉⲃⲟⲗ…ⲛⲅⲁⲕⲧ ⲙⲙⲟϥ ϣⲁϥⲣⲱϣⲉ]].
419	3b		[[[ⲁⲗ]]] [[S]], __deaf__, sg & pl, always = [[B]] [[ⲕⲟⲩⲣ]], as nn: Ex 4 11, Ps 37 13, Is 29 18, Mt 11 5 [[κωφός]]; as adj: Lev 19 14, Ps 57 4, R 2 1 62; [[ⲣ ⲁ.]] __be deaf__: Aeg 232 [[ⲡⲉⲧⲟ. ⲛⲁ.]], BM 216 1 [[ⲉⲩϣⲁⲛⲣ ⲁ.]]; [[ⲉⲓⲣⲉ ⲛⲁ.]] __make deaf__: Miss 4 689.
420	3b		[[[ⲁⲗ]]] [[S]][[B]][[A]], [[ⲉⲗ]] [[F]] nn m. *a.* __pebble__: Ex 4 25 [[B]], Lam 3 16 [[B]] ([[S]] [[ⲁ. ⲛⲱⲛⲉ]]), Apoc 2 17 [[B]] ([[S]] = Gk) [[ψῆφος]], K 205 [[B]] [[حصا]], P 44 61 [[S]] [[ⲱⲛⲉ ⲛⲁ.]] = [[ἀκρότομος]] [[حجر الاصم]], Mor 23 35 [[S]] pits full of [[ⲁ. ⲛⲕⲱϩⲧ]], BMis 539 [[S]] [[ⲁⲗⲱⲗⲉ ⲛⲱⲛⲉ]] prob belongs here, though Lat & Syr § 32 suggest [[ἀνέμη]] in original (_cf_ [[ⲁⲗⲟⲩ]] _s f_). *b.* __hail stone__: Ex 9 18 [[B]], Ps 148 8 [[B]] ([[S]] = Gk), Is 32 19 [[B]] ([[F]] [[ⲉⲗ ⲉⲙⲡⲏ]], [[S]] = Gk), Hag 2 17 [[B]] ([[S]][[A]] [[ⲁ. ⲙⲡⲉ]]), Ap 16 21 [[B]] ([[S]] do) [[χάλαζα]]; *c.* __testicle__: Lev 21 20 [[B]] (in MIE 2 366 [[ⲃⲁⲗ]], [[S]] [[ϫⲟⲉⲓⲧ]]), _ib_ 22 24 [[B]] ([[S]] om). *d.* __spot__, __patch__ on skin, __eruption__: Lev 13 38 [[B]] ([[S]] [[ⲧⲟ]]) [[αὔγασμα]] [[بهق]] (but Wilkins [[ⲓⲁⲗ]], _cf_ Gk); prob also in [[ⲁⲗⲟⲩⲃⲉϩ]] ([[-ⲃⲁϩ]] Wilkins) [[B]] __white__ shining __spot__. *e.* __seed__, __pip__ f fruit ?: PMéd 153 [[S]] [[ϯⲉ ⲛⲁⲗ [ⲛϩⲓ]ⲗⲓⲗⲓϭ]] [[هليلج]] (_cf_ P 44 83 [[ⲁⲗⲟⲟⲗⲉⲕⲁ]] [[اهليلج]]).
421	4a		[[[ⲁⲗ]]] [[S]] (P 44 88 [[ⲟⲗⲉ]] = 43 70 [[ⲱⲗⲉ]]) nn, meaning unknown, always with vb [[ⲁϣ-]], __cry__: P 43 47 [[ⲡⲁ.]] [[κραυγή]] [[جلبة]] = 44 74 [[ⲡⲁϣⲕⲁⲕ]], P 43 79 [[ⲡⲓⲛⲟϭ ⲛⲁ. ⲉⲧⲥⲏⲕ]] [[تغويث]] long-drawn cry (_cf_ AZ 24 89), P 131^1 58 [[ⲟⲩϩⲣⲟⲟⲩ ⲛⲁ.]], Mor 36 34 sim, Mor 41 227 [[ⲡⲁ. ⲙⲡⲙⲏⲏϣⲉ]], Mor 48 64 sim = C 43 132 [[B]] [[ⲡⲁⲓⲙⲏϣ ⲉⲧⲱϣ ⲉⲃⲟⲗ]]. Prob = [[ⲁϣϭⲏⲗ]] [[A^2]] (_v_ [[ϭⲏⲗ]]).
422	4a		[[[ⲁⲗⲉ]]] [[S]], [[ⲁⲗⲏⲓ]] [[B]], [[ⲁⲗⲏ]] [[F]], [[ⲁⲗⲟ⸗]] [[S]] (_v_ *II.* below), [[ⲁⲗⲏⲩ†]] [[S]], imper [[ⲁⲗⲓ⸗]] [[B]] (Ac 21 36), [[ⲁⲗⲱⲧⲛ]] [[S]] (BMar 190), vb. *I.* intr, __mount__, __go up__, __go on board__: Jo 21 11 [[S]] ([[B]] [[ⲓ ⲉⲡϣⲱⲓ]]), Ac 8 31 [[S]][[B]], Ex 15 19 [[F]] [[ⲁⲗⲏ]] (? _l_ [[ⲧⲁⲗⲏ]], _v_ [[ⲧⲁⲗⲟ]]) [[ἀναβαίνειν]]; Jer 26 4 [[B]], 4 Kg 4 24 [[B]] [[ἐπιβαίνειν]]; LAA 570 [[F]] [[ἀνέρχεσθαι]], RNC 27 [[S]] persuading him [[ⲉⲧⲣⲉϥⲁ. ⲛⲙⲙⲁⲩ]] [[ἀποπλεῖν μετά]]; Mor 31 88 [[S]] [[ⲁϥⲁ. ⲁϥⲉⲓ ⲉⲡⲧⲟⲟⲩ]], AZ 21 144 [[S]] [[ⲛⲧⲉⲣⲟⲩⲁ. ⲁⲩⲣ ϩⲱⲧ]], BM 1131 [[S]] [[ϣⲁⲛⲧⲉϥⲁ. ⲛϥⲕⲱ ϩⲏⲧ]], Mor 19 6 [[S]] [[ⲁ. ⲙⲛⲡⲁⲣⲭⲓⲉⲡⲓⲥⲕ.]] ([[B]] [[ⲧⲁⲗⲟⲕ ⲛⲉⲙ-]]), _ib_ 87 [[S]] the apostle [[ⲧⲁⲗⲏⲩ ⲛⲙⲙⲏⲧⲛ]] Mor 18 80 [[ⲁ. ⲛⲙ-]]; c [[ⲉ-]]: Ex 15 1 [[F]], Ps 67 19 [[S]] ([[B]] [[ϣⲉ ⲛⲁϥ]]), Jon 1 3 [[B]] ([[S]] [[ⲧⲁⲗⲟ]]), Mt 14 32 [[S]][[B]][[F]] [[ἀναβαίνειν]]; Mk 5 18, 6 45 [[S]] (var [[ⲧⲁⲗⲉ]]) [[B]], Lu 5 3 [[S]] ([[B]] [[ⲱⲗⲓ]]) [[ἐμβαίν.]]; Ge 24 61 [[B]], Nu 22 22 [[B]] ([[S]] [[ⲧⲁⲗⲟ]]), Sa 14 4 [[S]] [[ἐπιβαίν.]]; Mk 11 7 [[S]] ([[B]] [[ϩⲉⲙⲥⲓ ϩⲓϫⲉⲛ-]]), Ap 19 19 [[S]] ([[B]] do) [[καθίζειν ἐπί]], 2 Kg 13 29 [[S]] [[ἐπικαθ. ἐπί]], RNC 41 [[S]] [[ⲛⲧⲉⲣⲟⲩⲁ. ⲉⲡϫⲟⲓ]] [[ἀνέρχ. ἐν]], BMar 111 [[S]] [[ⲁⲩϣⲓⲛⲉ ⲛⲥⲁⲁ. ⲉⲡϫⲟⲓ]] [[εἰσέρχ. εἰς]], Ac 27 17 [[S]] ([[B]] [[ⲱⲗⲓ]]) [[αἴρειν]] prob erroneous, BKU 1 186 [[S]] [[ⲁⲩⲡ︤ⲛ︦ⲁ︥ ⲛⲕⲱϩ ⲁ. ⲉⲣⲟϥ]], C 86 274 [[B]] [[ϣⲁϥⲁ. ⲉⲡϣⲱⲓ]] to heaven, Mor 42 52 [[S]] [[ⲉϥⲁⲗⲏⲩ ⲉⲡⲥ⳨ⲟⲥ]] (var [[ⲧⲁⲗⲏⲩ]]), JKP 2 18 [[S]] tree [[ⲉⲣⲉⲟⲩⲕⲁⲣⲡⲟⲥ ⲁⲗⲏⲩ ⲉⲣⲟϥ]] AZ 33 56 [[S]] bird [[ⲉϥⲁⲗⲏⲩ ⲉⲡϣⲏⲛ]]. *II.* tr [[S]], rare, late (? incorrect for [[ⲧⲁⲗⲟ]], but _cf_ DM 25 11 gloss [[ⲁⲗⲟ]]): JKP 2 66 [[ⲁⲩⲁⲗⲟⲓ ⲉⲧⲉⲥⲕⲁⲫⲏ]], _ib_ 146 [[ⲁⲓⲁⲗⲟ ⲙⲡⲉⲥ⳨ⲟⲥ]] Ryl 106 4 &c [[ⲁⲗⲟϥ ⲉⲡⲕⲱϩⲧ]], BM 1088 [[ⲛⲉϥⲉⲓⲱ ⲛⲧⲁϥⲁⲗⲟⲟⲩ]].\n― [[ⲉϩⲣⲁⲓ]] [[S]], [[ⲉϩⲣⲏⲓ]] [[B]], __mount up__, __ascend__ in years: Ge 18 11 ([[B]] [[ⲁⲓⲁⲓ]]), Jos 23 1 ([[B]] do) [[προβαίνειν]], ShC 42 99 sim, C 43 42 [[B]] [[ⲁⲩⲁ. ⲉϩ.]] to feast as guests. This & following ([[ⲉϫⲛ-]], [[ⲉϩ. ⲉϫⲛ-]]) sometimes confused with or equiv to [[ⲱⲗ]]: Bor 290 195 [[S]] [[ⲁⲕⲁⲗⲉⲕ ⲉϩ. ⲉϫⲙⲡⲉϭⲗⲟϭ]] = Ge 49 4 [[ⲟⲗⲕ]] (both = [[ἀνέβης]] & [[B]] [[ϣⲉ ⲉⲡϣⲱⲓ]]), Mor 19 53 [[S]] [[ⲁ. ⲉϩ. ⲉϫⲙⲡⲙⲁ ⲛⲛⲕⲟⲧⲕ]] = _ib_ 46 & Wess 18 62 [[ⲟⲗⲟⲩ ⲉϫ.]]; _cf_ ? Lu 14 10 [[S]], R 1 1 76 [[S]].\n― [[ⲉϩⲣⲁⲓ ⲉ-]] [[S]], __mount__, __climb up__: Is 37 24 ([[B]] [[ϣⲉ ⲉⲡϣⲱⲓ]]), Cant 7 8 [[ἀναβαίνειν]], BM 256 [[ⲁ. ⲉϩ. ⲉⲡϫⲓⲥⲉ ⲛⲧⲁⲣⲉⲧⲏ]].\n― [[ⲉϫⲛ-]] [[S]][[B]][[F]], __ascend__, __go up__: Si 50 11 [[S]] [[ἐν ἀναβάσει]], Is 35 9 [[S]][[F]] [[ἀναβαίν. εἰς]], _ib_ 22 6 [[S]][[B]] [[ἀναβάτης]] (doubtful), Ps 67 5 [[B]] ([[S]] [[ⲁ. ⲉϩⲣⲁⲓ ⲉϫ.]]), Pro 21 22 [[S]], Si 46 15 [[S]], Ez 10 18 [[B]] [[ἐπιβαίν. ἐπί]], Lev 18 23 [[B]] ([[S]] diff) [[βιβασθῆναι ὑπό]], Job 40 15 [[S]] ([[B]] [[ϣⲉ ⲉϫ.]]) [[ἐπέρχεσθαι]], Mor 19 21 [[S]] (var [[ⲉϩⲣⲁⲓ ⲉϫ.]], [[B]] [[ⲉϩⲣⲏⲓ ⲉϫ.]]), Tri 270 [[S]] [[ⲁⲩⲁ. ⲉϫⲙⲡⲉϩⲧⲟ]], BSM 108 [[B]] not again shall such thoughts [[ⲁ. ⲉϫⲉⲛⲡⲁϩⲏⲧ]].\n― [[ⲉϩⲣ. ⲉϫⲛ-]], as last: Mt 5 1 [[S]] ([[B]] [[ϣⲉ ⲉⲡϣⲱⲓ ⲉϫ.]]), Lu 24 38 [[S]] ([[B]] [[ⲛⲏⲟⲩ ⲉϫ.]]), BMar 110 [[S]] [[ἀναβαίν. ἐν]], [[εἰς]], 1 Cor 2 9 [[S]] ([[B]] [[ϣⲉ ⲉϩⲣⲏⲓ ⲉϫ.]]) [[ἀναβ. ἐπί]], Is 14 14 [[S]] ([[B]] [[ϣⲉ ⲉⲡϣⲱⲓ ⲉ-]]) [[ἀναβ. ἐπάνω]]; Ps 17 10 [[S]] ([[B]] [[ⲱⲗⲓ ⲉϫ.]]), Jer 22 4 [[B]] ([[S]] [[ⲧⲁⲗⲟ ⲉϫ.]]), Mt 21 5 [[S]] ([[B]] [[ⲧⲁⲗⲟ ⲉ-]]) [[ἐπιβαίν. ἐπί]] of __riding upon__; Mt 21 7 [[S]] ([[B]] [[ϩⲉⲙⲥⲓ ⲥⲁⲡϣⲱⲓ ⲛ-]]) [[ἐπικαθίζ. ἐπάνω]]; Aeg 275 [[S]] [[ⲁ. ⲉϩ. ⲉϫⲛⲟⲩⲙⲁ ⲉϥϫⲟⲥⲉ]] [[ἀνέρχ. ἐπί]], C 43 63 [[B]] [[ⲁ. ⲉϩⲣ. ⲉϫⲉⲛϩⲁⲛⲉϫⲏⲟⲩ]], ShC 42 159 [[S]] hill tops that waters cannot [[ⲁ. ⲉϩ. ⲉϫⲱⲟⲩ]].\n― [[ϩⲓϫⲛ-]] [[S]], __be raised upon__: Miss 8 255 [[ⲛⲉⲣⲉⲛⲉϥϭⲓϫ ⲁⲗⲏⲩ ϩⲓϫⲛⲧⲉϥⲁⲡⲉ]].\n― [[ⲉϩⲣ. ϩⲓϫⲛ-]] [[S]], __mount up upon__: ROC 1913 174 [[ⲁ. ⲉϩⲣ. ϩⲓϫⲙⲡϣⲏⲛ]] [[τρέχειν ἀνὼ ἐις]].\n― [[ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-]] [[B]], __descend upon__ (unless _l_ [[ⲉϩⲣⲏⲓ]]): C 41 66 [[ⲁⲟⲩⲁⲃⲱⲕ ⲁ. ⲉϧ. ⲉϫⲉⲛϯϫⲟⲓ]].\n[[ⲣⲉϥⲁ.]] [[S]][[B]][[F]] nn, __mounted man__, __rider__: Is 36 8 [[S]][[F]] ([[B]] [[ϭⲁⲥⲓϩⲑⲟ]]), _ib_ 30 16 [[B]] ([[S]] = Gk) [[ἀναβάτης]].\n[[ϭⲓⲛⲁ]] [[S]] nn f, __ascent__, __mounting up__: Gu 105 [[ⲧⲉⲕϭ. ⲉⲡⲉⲥ⳨ⲟⲥ]].\n[[ⲙⲁ ⲛⲁ.]] [[B]], __sitting place__ when mounted: Cat 102 ass's colt [[ⲟⲩⲙ. ⲛⲧⲉ ⲡⲭ︤ⲥ︥]].
423	4b		[[[ⲁⲗⲉ]]] [[S]] nn f, a utensil of bronze: {St 125}{ST} [[ⲥⲛⲧⲉ ⲛⲛⲁⲗⲉ ⲛϩⲟⲙⲛⲧ]] (? [[ⲛⲁⲗⲉ]]). Prob = [[ⲁⲣⲏ]], _v_ Ep 449 n.
2663	4b		[[[ⲁⲗⲓ]]] [[B]] nn m, __fenugreek__ (__trigonella__): K 193, 260 [[حلبة]] or [[فول]]. _Cf_ ? [[ⲧⲓⲗⲓ]].
23	4b	v	[[[ⲁⲗⲓ]]] [[F]] _v_ [[ⲉⲓⲣⲉ]].
321	4b	v	[[[ⲁⲗⲓ-]]] [[B]] _v_ [[ⲱⲗ]].
1240	4b	v	[[[ⲁⲓⲗⲉ]]] [[A]], [[ⲁⲓⲗ]] [[F]] _v_ [[ⲟⲉⲓⲗⲉ]].
