key	word	type	en	crum	crum-last-page	dawoud-pages	categories	notes	senses	sisters	antonyms	homonyms	greek-sisters	quality
2327	(L) Houten	noun	(as epithet of beauty)	739b										complete
2328	(S) HauS	noun male	(a title, occupation or epithet)	739b										complete
2329	(S) HoouS (L,F) HaouS (L) HauS (B) HwouS	verb	{intr:} abuse, curse /$gk: λοιδορειν, καταρασθαι$/ | {tr:}  /$gk: λοιδορειν, καταρασθαι$/ | (as nn m) /$gk: λοιδορια, υβρις$/	739b		721a-721b,696a				1546	240			complete++
2330	(S,L) HouHe (B) ouKe (F) HouHh	noun male	untimely birth /$gk: εκτρωμα$/	739b		285a								complete
2331	(S) HauGal (B) auJal (F) HauGhl	noun male	anchor, hook /$gk: αγκυρα$/	740a		14a,654a								complete
2332	(S) HoiS	noun male	(title or occupation)	740a										complete
2333	(S,L,B,F) HwS (S) HeS-,HoS-,HwS= (L) HaS= (S,L,B) HhS+	verb	{intr:} be in distress /$gk: θλιβεσθαι, κινδυνευειν$/ | {qual:}  /$gk: στενος$/ | {tr:} (S)	740a		726b-727a				2351; 385; 1010; 1053; 1602; 1022; 1686; 2124; 2171				complete++
2334	(S,L) HaSht (S) HaSit,HarSht	noun male	falcon /$gk: καταρρακτης$/	740b		654a	species			622; 1993; 1215; 547				complete
2335	(L) HaSHS,HeSHwS=,HSHaSt+	verb	{tr:} press, opress (or) consume	740b										complete
2336	(S,B) HouF	noun male	vetch, pulse	741a		703b								complete
2337	(S) HaFle$^e^$le (S) Hable$^e^$le,HaFleli (B) aFleli	noun female	lizard /$gk: σαυρα$/	741a		15b,654a,648a	species			2771; 1795; 1590; 2138; 2675				complete
2338	(B) HFour,Hroub	noun male	young fish	741a		728b	species							complete
2339	(S) HwFt,Hwbt,HoFt,HeFt-,HoFt=,Hobt=	verb	{intr:} steal /$gk: κλεπτειν$/ | {tr:}  /$gk: κλεπτειν$/	741a		727a				799; 154; 1840; 930; 2500				complete++
2340	(S) $^HwFt^$,HeFt-,HoFt=	verb	{tr:} send forth, eject	741b		664a								complete
2341	(S,A) HwH (B) KwK (S) HoH= (B) KaK=,KhK+	verb	{intr:} be scraped, itch /$gk: δακνειν, κνηθειν$/ | {tr:} scrape, scratch	742a		646b				2137		2093; 2092		complete++
2342	(S) HoHF	noun	(article of camel's furniture)	742b										complete
2343	(S) HwHF,HwHb	noun female	hand (as measure) /$gk: χειρ$/	742b		727b	anatomy, unit			3222; 2654				complete
2344	(S,F) HwJ (S) HwJe,HoJ,HeJ-,HhJ+	verb	{intr:} be in straits | {qual:} /$gk: αποστενουσθαι$/	742b		727b,703b,672a								complete++
2345	(B) HwJ	adjective	cold /$gk: ξυχρος$/	742b		727b				496; 1822; 1841; 767	466; 2195			complete
2346	(S) HoJe	noun female	(a malady, paral chill)	742b										complete
2347	(S,Sa) HJa,SJa	noun female	(nn f /*?*/, vessel or measure)	742b		728b	container, unit							complete
2348	(S) HJe	noun	eel	743a		728b								complete
2349	(S,A,L) HwJp (S) HeJp- (S,B) HoJp= (S) HoJp+$$	verb	{tr:} shut /$gk: κλειειν$/ | (as nn) /$gk: εμφραγμος$/	743a		727b,703b				389; 204; 1989		394		complete++
2350	(S) HJopJp,HpoGpG,HpoJpG,JopJp (L) JapJp,JepJwp=	verb	{intr:} grope, feel (as blind man) /$gk: ξηλαφαν$/ | | tread |$ {intr:} |$ {tr:} (L) |$ (as nn L), thing trodden upon	743a		761a,728b,705a				2570				complete++
2351	(S) HoJHJ (S,B) HoJHeJ (S,Sf,A) HaJHJ (S) HoJJ (Sa) HaJH$^J^$ (A) HaJJ (S) H$^e^$JHJ-,HeJJ- (A) HJHJ- (B) HeJHeJ- (S,B) HeJHwJ= (S) HJHwJ= *^<a href=ext Life of Bishop Pisentius;1053;3;28;mpr anagkaze mmoF oude mpr HJHwJF">Ext</a>^* (L) HeJHaJ= (F) HeJwJ=$$ (S,B,F) HeJHwJ+ (B) HeJHoJ+"	verb	{intr:} be distressed, restricted, narrow /$gk: θλιβειν, στενειν, διαπονειν, προσοχθιζειν$/ | {qual:} /$gk: στενος$/ | {tr:} straighten, compel /$gk: αποθλιβειν, εκθλιβειν, ενοχλειν, κακουν, συνεχειν, εκπιεζειν$/	743b		703b-704a				469; 2333; 2124; 385; 1010; 1053; 1602; 1022; 1686; 2171				complete++
2352	(S) HaGe,HaaGe (B) HaJi	noun male	snare /$gk: βροχος$/	744a		654b				106; 425; 1299				complete
2353	(S) HhGe	verb	{intr:} be disturbed, concerned /$gk: εξισταναι$/	744a		672a								complete
2354	(S) HaGin (B) aGin	noun male	scented herb, mint	744b		17b,15a,654b								complete
2355	(B) Je	noun male	spathe (of date-palm) /$gk: ελατη$/	746b		734b	anatomy			606; 558; 3271				complete
2356	(S) Ji (B) Gi	noun male	breast, pap	751b		803b,748a	anatomy			1788; 1077; 640				complete
2357	(S) Ji	noun male	(a metal vessel or utensil)	752a		748a	container							complete
2358	(S,A,L) Jo (S) Jw (B) Go,tGo (F) Ja (S,A) Je- (S) Jo- (B) Ge- (F) Ja-,Ga- (S,F) Jo= (Sa,L,F) Ja= (B) Go= (S) Jhu+ (B) Ghout+	verb	{intr:} sow, plant (/*causative of ? [twwGe]*/) /$gk: σπειρειν, φυτευειν$/ | {tr:} |$  /$gk: σπειρειν$/ |$ (corn, flax) |$ (trees)	752a		812a-812b,754b-755a				1699; 337; 91		105		complete++
2359	(A) Jo	noun	wind, tempest	753b										complete
2360	(S,B) Jo (B) aJw	noun male	crook-back, [o, oi n-] /$gk: κυρτος$/	753b		755a,17b				2457; 1368; 2585; 2504; 2555		2706		complete
2361	(S) Jo (B) aGo (S) *Jwou	noun male	arm-pit	753b		17b	anatomy							complete
2362	(S) Joe,Joie,Joei,Joi (S,Sf,F) Jo (S,B) Jw (A) Jai,Jaie (B) Joi,Jwi (F) Ja$^a^$i (S) Je- (S,B) Ji- (S) *eJh	noun female	wall /$gk: τοιχος$/	753b		755a-755b,755b,748a						2363		complete
2363	(S,B) Joi (S) Joei (A,L,F) Jai (Sa,A,L) Jaei (S,L,F) *eJhu (B) *eJhou	noun male	ship, boat /$gk: πλοιον, ναυς$/	754a		755b,51b				2168; 873; 586; 471; 2077; 1277; 2109; 2216; 644; 903; 1743; 2658		2362		complete
2364	(S,A,L,B,F,O) Jw=	noun male	head /$gk: κεφαλη$/ | (inanimate) /$gk: κεφαλη, κορυφη$/	756a		771b-772b	anatomy			522; 1517; 1688; 288; 70; 71				complete++
2365	(S,L) Jw (Sa,A) Jou	noun male	cup /$gk: ποτηριον$/	759b		772b	container							complete
2366	(B) Jwi	noun male	earthen basin	759b		773b	container			2410				complete
2367	(S) Jwwbe,JwwFe,Jw$^w^$Fe (A) Jouoube (L) Jwbe (S,NH) Jwbe *^<a href=ext codex II - On the Origin of the World;110;108;4;aFJwbe nmphue throu mpkaH;codex III - The Dialogue of the Saviour;117;139;2;nim gar petnaSJwbe mpma etmmau;Gospel of Judas;824;24;23;peksiou aFJwbe">Ext</a>^* (S) Jeebe-,Joob= (A,L) Jab="	verb	{intr:} pass by, over | {tr:} pass by, surpass, reach /$gk: παραπλειν, διαβαινειν$/	759b		787a								complete++
2368	(S) Jbb$^e^$s,Jebbes,Jebbs,J$^e^$bs,Jnhbs,Jhbs,Jhibes,Ja$^e^$ibes (A) Jbbes (B) Jebs (S) Jhbbes	noun	coal /$gk: ανθραξ$/	760a		737a,734b	substance			2657		2371		complete
2369	(S) J$^e^$bhl,Jibhl,Jebel	noun	spear (/*= ? ζιβυνη*/) | shoot, sucker /*?*/	760a		736b-737a	anatomy			1211; 1105; 1052				complete
2370	(S) Jbin	noun male	blemish /$gk: μωμος, κηλις$/	760a		734b								complete
2371	(B) Jwbs,Jebs-,Jobs=,Jobs+	verb	{tr:} bend, bow	760b		773a-773b				2578; 2635		2368		complete++
2372	(L) Jabaat	verb	{qual:} be hard (or sim)	760b										complete
2373	(B) JabJib	noun	small (in stature)	760b		729a				226; 61; 2122; 62; 2655				complete
2374	(S) Jak (B) Gak (F) Jek	verb	{intr:} clap (hands), flap (wings) /$gk: κροτειν$/	760b		791b,730b				804; 1657; 2497; 1948; 646; 2087; 2654; 3222				complete++
2375	(S) Jak,Jak=	verb	cut /*?*/	761a										complete
2376	(S) Jek	noun male	valve (of shell)	761a		737b	anatomy							complete
2377	(S,A) Jok (S) Jak	noun male	hair (of man or beast)	761a		730b	anatomy			985; 2861; 1459; 1389; 1096; 2501; 1007; 1875				complete
2378	(S) Jw$^w^$ke,Jououke,Jeeke-,Jek- (F) Jaka- (S) Jook=	verb	{intr:} prick, sting, goad | {tr:}  /$gk: κνιζειν, παιειν$/	763a		787a,776a				2388; 720				complete++
2379	(S,B) Jko,Jko=	verb	{tr:} sell, trade, spend	763a		752a				105; 2				complete
2380	(S) Jakoul	noun male	sparrow	763a			species			3351				complete
2381	(S,L) Jwkm (A,L) Jwkme (B,F) Jwkem (S) Jekm- (B) Jekem- (F) Jakem- (S,B) Jokm= (S,Sf,L,F) Jakm= (S) Jokm+ (Sa,Sf) Jakm+ (L) Jakme+ (B) Jokem+	verb	{intr:} wash /$gk: λουεσθαι$/ | {tr:} wash, wet /$gk: απολουεσθαι, καταβρεχειν$/	763a		776a-776b				692; 1357; 1920; 1358; 1362				complete++
2382	(S) Jwkr (L) Jwkre (B) Jouker (S) Jekr-,Jokr=,Jakr=,Jokr+ (B) Joker+	verb	{tr:} salt, season, cure /$gk: αρτυειν$/ | {qual:}	764a		763b,776b				1057				complete++
2383	(S) Jikris,Jikres,GaGrhs (B) Jikrhs,Jikros,JeJrhs	noun male	tiger, panther /*= τιγρις*/	764a		748a	species							complete
2384	(S,A,L) Jekaas (S,L) Jekas (L) Jekaase,Jekase (B) Jexas (F) $^n^$Jeke$^e^$s	conjunction	that, in order that	764a		741a-742a,737b							C11262; C11134	complete
2385	(B) Joksi	noun male	crepitus ventris	765a		756a				1479; 2625				complete
2386	(B) JoukH,JwkH,JokH,JekH-,JokH=	verb	{intr:} prick, bite | {tr:}  /$gk: παιειν, δακνειν$/ | (as nn m) /$gk: οξυτης$/	765a		763b,764a,776b				720; 1304; 954; 996; 76; 2388				complete
2387	(S,B) JekJik (S) JikJik	noun	ant (or other insect) /$gk: μυρμηξ, σκνιξ$/	765a		737b	species			2655				complete
2388	(S) JokJk (Sf) JakJek (B) JokJek (S) JekJwk= (S,B) JekJwk+ (S) JekJokt+	verb	{intr:} prick, brand, braid /$gk: στιζειν$/ | {tr:}  /$gk: κεντειν$/	765a		756a-756b,737b				2378; 720; 2153; 2386; 2126; 1577; 3351				complete++
2389	(B) Jal	noun male	branch /$gk: κλαδος, κλημα$/ | hayfork	765b		730b-731a				1062; 1618; 2276; 2942				complete
2390	(S) Jhl	noun male	(a fish)	765b		743a	species							complete
2391	(B,F) Jol,Gal	noun male	wave /$gk: κυμα, κλυδων$/	765b		756b				698				complete
2392	(B) Joul	noun male	fragment (or sim)	765b		764a				951; 962; 997; 904				complete
2393	(B) Jwl	noun male	honeycomb	765b		777b				1058; 1189; 634; 2804		2525; 3358		complete
2394	(S) Jwl	noun	(nn as adj, ? for [mJwl]), onion/*-coloured*/	765b										complete
2395	(B) Jeli	noun	net /$gk: αμφιβολευς$/	766a		737b				903; 86; 2150				complete
2396	(S,L) Jwwle (L) Jwle (S) Joole+	verb	{intr:} be hindered /*?*/ | {tr:} (L), stop, make cease	766b		787b								complete
2397	(B) Jolbi	noun female	(baker's) wooden shovel	766b		756b								complete
2398	(S,B) Jwlk (B) Gwlk,Jolk=,Jolk+ (L) ^Jalk-	verb	{intr:} be submerged, overwhelmed /$gk: βαπτεσθαι, καρουσθαι$/ | {tr:}  /$gk: επικλυζειν$/	768a		777b-778a				2789; 1777; 1813	2159; 2177; 1174; 473	713		complete++
2399	(F) Jillei	noun	shield /$gk: θυρεος$/	768a						1384; 2782; 2151; 608				complete
2400	(S) Jilles,Jillhs,Jellhs,kellhs,xelles	noun male	box, wallet /$gk: καδιον$/	768a		748a	container			1596; 2688; 1646 purse; 157 #drv869				complete
2401	(B) *Jalim	noun	chickens	768a		731a	species			2566; 2811; 1272				complete
2402	(S) Jwlm,Jwrm (L) Jwlme (B) Gwlem (S) Jolm+,Jorm+ (Sf) Jarm+ (L) Jalme+	verb	{intr:} |$ make merry, (or sim) |$ be implicated, involved	768b		778a-778b,825a				2545; 282; 322; 2439; 2567; 2677; 699; 3175				complete++
2403	(S) Jlwm,Jlwb,JlwF	noun male	brazier /$gk: εσχαρα$/	768b		752a-752b								complete
2404	(S) Jooles (A) Ja$^a^$les (B) Joli (F) Jaali (NH) Joles *^<a href=ext codex II - The Hypostasis of the Archons;109;92;10;tamio nak nnoukibwtos ebol HnnouSe emaFrJoles">Ext</a>^*"	noun female	moth /$gk: σης$/	769a		756b,760a				2146				complete
2405	(S,L) JwlH (S,F) JwleH (S) JlH-,JolH= (A,L) JalH= (F) Jal$^e^$H+	verb	{tr:} cut, prune /$gk: τεμνειν, κλαδοτομειν$/ | {intr:} (F) | (as nn m) /$gk: τομη$/	769a		779a						2406; 2407		complete
2406	(S,A,B) JwlH (S) JwlaH,JwraH (B) GwlH (F) JaleH (S) JeleH- (S,B) JolH= (L) JalH=	verb	{intr:} draw, scoop (water, wine)	769a		778b-779a,757b				2605; 485 #drv2668; 1269		2407; 2405		complete++
2407	(B) JwlH,JolH=,JolH+	verb	{tr:} swathe, clothe, cover (/*S,A mostly [Gwwle]*/) | {qual:} /$gk: κρυπτος$/ | (as nn /*adj*/) /$gk: περιβολαιον$/	769b		778b,757a				3358; 2; 79; 531	614	2406; 2405		complete++
2408	(S) $^JlaH^$,JolH+	verb	{qual:} be smallest, least /$gk: ελαχιστος ειναι$/	769b		757b								complete
2409	(S) JwlHs	verb	{intr:} be exhausted /*?*/	769b	770a	779a								complete
2410	(B) Jom	noun female	cauldron, basin /$gk: λεβης$/	770b		759a	container			1359; 2366		151; 311		complete
2411	(S,L,B) Jamh	noun female	calm /$gk: γαληνη$/	770b		731b								complete
2412	(B) Jemmo	verb	(vb caus), be at ease (or sim)	771b		738b								complete
2413	(S) J$^e^$mpeH,J$^e^$mphH,JephH,JhpeH,JipeH,JwpeH (A) JmphH,JphH (B) JemfeH (F) JimpeH,JepeH	noun male	apple /$gk: μηλον$/ | apple-hued	771b		739a,738b,752b						2415		complete
2414	(S) *Jmaau	noun	testicles, castrated parts	771b		752b	anatomy			1420				complete
2415	(B) JimfeH,JinfeH,Jimfe,JimfoH	noun	blight /$gk: φθορια$/	771b		748b,750a				2763; 2072; 1287; 810; 319 #drv2389		2413		complete
2416	(S,L) Jn- (S) Jen-,Jin- (S,B,F) Je-	conjunction	or	772a		752b-753a,736a				1926; 691				complete
2417	(S,Sf,F) Jin- (S,A,L,O) Jn- (S,F) Jen- (S) G$^e^$n-,kn-,Sen- (S,Sf,F) Gin- (B) isJen- (F) Ghn-,Ji-,Je-	preposition	from (/*starting from*/), since |$ (before nn) |$ (before vb) | (prefixed other prep) | (with nn intervening), from ... to |$ (or advb) |$$ ([ebol]), from ... outward |$$ ([eHrai]) |$$ ([epesht] S, [eKrhi] B), downward | (preceded by other prep)	772b		85b-86a						681		complete++
2418	(A,L) Jin	noun male	power, capacity	773b										complete
2419	(S,L) Jane (S) Jaane,Joone,Janh	noun	ark, box /$gk: κιβωτος$/	773b		731b-732a,729a	container							complete
2420	(B) Janh	noun female	hoe	773b		732a				1081; 656; 889				complete
2421	(B) Jano	noun male	basket /*?*/	773b		732a	container			585; 1401; 2621; 2730; 406 #drv209; 2427				complete
2422	(S) Jna=,Jno= (F) Jan=	verb	{tr:} strike, deal (blows) /$gk: δερειν$/	773b		753a				1631; 1575; 500; 2480; 1809; 550; 1771; 2864; 800; 320; 1523; 1610 #drv2288; 1961; 725; 804; 1799; 2048; 2319				complete
2423	(S) Jna= (NH) Jene- *^<a href=ext codex II - The Hypostasis of the Archons;109;86;26;aeiJene naei ekSine etbe qupostasis nejousia">Ext</a>^* (A) Jene= (F) Ganna-,Gena=,Ganna="	verb	{tr:} send /$gk: αποστελλειν$/	774a		753a								complete++
2424	(S) Jne,Jnh,Jhnh	noun male	beet (or) green herbs (generally) /$gk: σευτλιον$/	774a		754a,743a				2314				complete
2425	(S,A,L,B,F) Jwnt (B) Gwnt (S) J$^e^$nt-,Jont-,Jont= (A,F) Jant= (B) Gont= (S,B) Jont+ (B) Gont+	verb	{intr:} |$ try, test /$gk: πειραζειν$/ |$ begin (S,A c [e-]) /$gk: αρχεσθαι$/	775a		826b-827a,781a								complete++
2426	(S) Jnoou,Jnaau,Gnoou (B) Gnwou (S) *Jnooue	noun male	threshing-floor, (grain) heaped (there)	776b		812a,754a			{"1": "threshing-floor", "2": "grain heaped there"}	2444; 2069				complete
2427	(S) JnoF,JenoF,Jenob (Sf) JnaF (B) GnoF,SnoF,SnouF	noun male	basket, crate	777a		812a,581b,754b,740a	container		{"1": "crate"}	585; 1401; 2421; 2621; 2730; 406 #drv209		3187; 2584		complete
2428	(B) JenH	noun male	(a garment)	777b		740a			{"1": "garment"}	2534; 193; 2293; 1351; 1107; 1164; 2659; 1360; 79 #drv3360; 3358 #drv3975				complete
2429	(F) JneH	noun	(a container or measure ?)	777b			container, unit							complete
2430	(B) JwnJ	noun male	colocynth	777b		781a				2908; 2561 #drv3983				complete
2431	(B) JaniJi	noun male	palm-fibre (for rope making)	777b		732a				1872; 2600; 2884; 1139; 1979; 406 #drv208				complete
2432	(S) $^JonJn^$	verb	{tr:} inquire	777b		760a,754b				60				complete
2433	(S) Jop (Sa,L) Jap	noun male	dish, bowl	778a		761a	container							complete
2434	(B) Jop	verb	{qual:} be hard, cruel	778a		761a								complete
2435	(B) Japi	noun	(with vb [Gi]), stray, swerve /*?*/	778a		732a			{"1": "swerve"}					complete
2436	(S) Jpi- (S,A) Jpe-	verb	(vb followed by other vb), must |$ (with 1st fut pref) /$gk: δειν, αναγκην εχειν$/ |$ (with other tenses) |$ (as absolute)	778a		767a				2299; 906; 253 needful				complete
2437	(S) Japle	noun female	(part ? of water wheel)	780a										complete
2438	(S) Japor,Japwr	noun	(kind of) mallow	780a		732a								complete
2439	(S,A,L) Jhr	verb	{intr:} be wanton, merry /$gk: εμπαιζειν$/	780a		743b-744a,740b-741a				282; 322; 2402; 2567; 2677; 699				complete++
2440	(S,B) Jir (F) Jil	noun male	brine, small salted fish | (vessels, measures)	780b		750b								complete
2441	(S,A,B) Jwr (S) Jwwr,Jer- (S,B) Jor= (S) Joor= (S,B,F) Jhr+	verb	{tr:} sharpen, whet /$gk: οξυνειν, στιλβειν, εξακοναν$/ | {qual:}  /$gk: οξυς$/	781a		782b-783a				1593; 1869; 1109; 2292		2442; 2447; 2443; 187		complete++
2442	(S) Jwr (B) Jer- (S) Joor= (B) Jor= (S,B) Jhr+$$	verb	{tr:} examine, study | (as nn), examiner, spy	781b		740b,783a,761b				281; 235		2441; 2447; 2443; 187		complete
2443	(S,Sf) Jwr (S) Jhr+	verb	be, make black	781b		783a				339		2441; 2442; 2447; 187		complete
2444	(S,F) Jhre (S) Jeere (B) Jhri (F) Jere	noun female	threshing-floor /$gk: αλων$/ | corn threshed (or) season of threshing	782a		744a			{"1": "threshing-floor", "2": "a round of threshing / corn threshed or season of threshing", "3": "oven floor or hearth?"}	2069; 2426		2445; 2446; 3330		complete
2445	(B) Jhri,Jiniri	noun male	filth /$gk: ρυπος$/	782a		744a,750a			{"1": "filth"}			2444; 2446; 3330		complete
2446	(S) Jieire (B) Jhri,Jiniri	noun male	pod of carob (& of other plants)	782a		749b-750a	anatomy, species		{"1": "pod of carob", "2": "pod (of any plant)"}	2613		2444; 2445; 3330		complete
2447	(S) Jwwre (S) Jwre (S,B) Jwr (Sa,A) Jou$^ou^$re (L) Jrare (S) Je$^e^$re-,Ger- (B) Jer- (S) Joor= (S,B) Jor= (A,F) Jaar= (A,L,F) Jar= (L) Jrarww= (S) Joore+ (A) Jaare+ (L) Jrarat+ (B) Jhr+	verb	{tr:} scatter, disperse /$gk: διαδιδοναι$/	782a		781b-782b,787b				1792; 242; 1147		2441; 2442; 2443; 187		complete++
2448	(B) $^Jwreb^$ (B) ^Jareb-,Jarp-,Jereb-	verb	{tr:} cut, open /*?*/	785a		732a,783a								complete
2449	(B) Jorbes	noun female	(a small /*?*/ vessel)	785b		762a	container		{"1": "small vessel"}					complete
2450	(O) $^Jwrk^$,Jark=	verb	{tr:} (meaning unknown)	785b			doubtful							complete
2451	(S,L) Jwrm (A,L) Jwrme (B) Gwrem (Sf) Jwlm (L) Jarme- (S) Jorm+	verb	make sign, beckon |$ {intr:} /$gk: διανευειν$/ |$ {tr:} /$gk: νευειν, κατασειειν$/ |$ (as nn m) /$gk: νευμα$/ | | urge, drive, ride, hasten (/*same ?*/) |$ {intr:} /$gk: ελαυνειν$/ |$ {tr:} /$gk: απελαυνειν, αγειν$/	785b		828b-829a,784a				1869 incite				complete++
2452	(S) JwraH	verb	{intr:} limp, be lame	787a		783a								complete
2453	(S) JerHoF	noun	(a malady)	787a		740b								complete
2454	(S) Jhhs	noun female	bowl, censer	787b		742b	container							complete
2455	(S) Jws (B) Gws,Gas- (S) Jos=,Jhs+ (B) Ghs+	verb	become, be hard, solid |$ {intr:} /$gk: πηγνυναι, τυρουν$/ | pack, load, harden |$ {tr:} |$ {qual:}	788a		830b,785b				2624; 1647; 1842; 1827; 2574; 538		2625		complete
2456	(S,Sf) Jise (S) Jese,Jhse (Sf,F) Jisi	noun female	(land measure)	790b		750b,744a,741a	unit							complete
2457	(S) Jise (F) Jisi (B) Gisi	noun female	back /$gk: νωτος$/ | spine, vertebra /$gk: ραχις$/	790b		807a,750b	anatomy		{"1": "back", "2": "spine", "3": "vertebrae"}	1368; 2360		16		complete
2458	(S) JasFe	noun female	(with vb [Ji]), set in order, repair /$gk: επισκευαζειν$/	790b		732b								complete
2459	(S) Jht	verb	{qual:} be narrow	790b		744a				469	1761; 1744; 2063			complete
2460	(S) Joeit (S,Sa,A) Jaeit (L,F) Jait (B) Jwit (S,A,F) Jit-	noun male	olive tree, its fruit /$gk: ελαια$/	790b		774a,755b	species		{"1": "olive tree", "2": "olive"}	1420				complete
2461	(S) Jwt	verb	{tr:} long for, have affection for (or sim)	791a		785b				2024				complete
2462	(B) Jwt	noun female	pillar	791a		785b			{"1": "pillar"}	1028; 1369; 1746				complete
2463	(S) Jate,Jaate,Jote+	verb	{intr:} advance in age, become, be ripe /$gk: αδρυνεσθαι, αναβαινειν$/	791b		732b				92; 2465; 160 ripen				complete
2464	(S,A,L) Jwte (S,L) Jwt (F) JwT (S) Jet- (S,Sf,L) Jat- (S) Jot= (Sf,L) Jat=	verb	{intr:} pierce, penetrate /$gk: διηκειν$/ | {tr:} pierce (/*of weapon*/), traverse /$gk: τιτρωσκειν, διερχεσθαι$/	791b		785b				819; 1925; 720; 2636; 954; 1635; 1752; 2297				complete++
2465	(S) Jtai,Jht+	verb	{intr:} ripen	792a		768a-768b,744a				2463; 160 ripen				complete
2466	(S) Jatme (A) Jetme	noun	heap (of grain)	792b		732b				1583; 2115				complete
2467	(S) JatFe,Jatbe (Sf) Jetbi (A,L) JetFe (B) GatFi (F) JetFi	noun male	reptile /$gk: ερπετον$/	792b		793b,732b			{"1": "reptile"}					complete
2468	(S) JwtH,JotH+	verb	{intr:} fail, cease /$gk: εκλειπειν$/	792b		786b								complete
2469	(Sf) Jeu	noun male	(unknown animal)	793a			doubtful, species	This word is suspected to be the Sahidic equivalent of <i>ϣⲁⲩ</i> for <i>male cat</i>. <a target="_blank" rel="noopener,noreferrer" href="https://docs.google.com/document/d/16uJ8O2DNQlKryQxaIaa9vyWu8-pimWDeI17KAh3sARA/edit">See</a>.		3205				complete
2470	(B) Jwou	noun male	generation /$gk: γενεα$/	793b		781a-781b	biology, time		{"1": "generation"}	310				complete
2471	(L) Jaule	verb	{intr:} support, bear (or sim)	794a						507; 134; 321				complete
2472	(S) Joout (F) Jaout	noun	base, rejected person (or) thing /$gk: αδοκιμος, κιβδηλος$/ | (as adj)	794b		761a								complete
2473	(S,A,F) Jouwt (B) Jwt (S,Sa,A,L,F) Jout- (S) Jouwt-,Jauwt- (S) Jwt- (S,F) Jot- (S,L,F) ****Jouwte (S,L) ****Jououwte	numeral	twenty /$gk: εικοσι$/	794b		764a,785b	number		{"1": "twenty"}	1112; 1045; 957; 1848; 68; 119; 132; 2064; 1664; 1508; 65; 916; 1291; 164; 165				complete
2474	(S) JoouF (B) GomF,GonF	noun male	papyrus /$gk: παπυρος$/	795a		815b,816a,761a	species		{"1": "papyrus"}	2750; 1625				complete
2475	(S,L) JouJou (S) GouGou	verb	fly /*?*/ (of birds)	795a		766b								complete
2476	(B) Jfot$$,Jfwt,JfwT	noun male	(nn m /*?*/, a part of body whereof there are two), thighs, buttocks, testicles /*?*/	795a		770b	anatomy			1420				complete
2477	(B) JafoJi,JapoJi	noun male	spine, vertebrae	795a		732b	anatomy		{"1": "spine", "2": "vertebrae"}	1312 #drv1514				complete
2478	(S,B) JaF (S) Jab (A,L) JeF (F) Jeb	noun male	frost /$gk: παγος, παχνη, ξυχος$/	795b		732b			{"1": "frost"}	1841; 420	1969			complete
2479	(B) JaF	noun	(a disease /*?*/)	795b		733a	biology							complete
2480	(S) JeF-	verb	{tr:} strike /*?*/ (blow)	795b						1631; 1575; 500; 2422; 1809; 550; 1771; 2864; 800; 320; 1523; 1610 #drv2288; 1961; 725; 804; 1799; 2048				complete
2481	(B) JhF+ (B) ^JaFi-	verb	be of kin	795b		744b,733a	person							complete
2482	(S) JiF	noun	niggard /$gk: μικρολογος$/	795b		751a	person			2484				complete
2483	(S,A,L,B) JouF (S) Joub,JnouF (S,B) JwF (S,B) JeF- (A) JouF- (B) JoF= (S,Sf,L,B) JhF+ (S,Sf) Jhb+ (B) ^JaF-	verb	{intr:} burn, scorch /$gk: κατακαιεσθαι$/ | {qual:} burnt, burning | | be sharp, bitter	795b		766a,742a				117; 136; 1545; 946; 1603; 719; 1153; 1758; 2037; 1870; 323; 1767		2484		complete
2484	(S) JouF (S,B) JwF (F) Job (S) Job= (S,B,F) JhF+ (S) Jhb+,JaF+ (B) JoF+	verb	{intr:} be costly, rare | {tr:} value	796a		788b,766a-766b				728; 2482		2483		complete
2485	(B) JwFi	noun male	fenugreek	796b		788b	species		{"1": "fenugreek"}	2663; 1584				complete
2486	(S) JoFtn (Sf) JaFtn (B) GoFten	noun	(c adverbial [n-]), headlong, over the edge	796b		819b,766b			{"1": "headlong, over the edge"}					complete
2487	(A) JaH	noun	dissoluteness /$gk: ασωτια$/	796b										complete
2488	(S) JiH	noun male	spittle /$gk: σιελος$/	796b		751a								complete
2489	(S,A,L,F,O) JwH (S) JwHe (B) GoH (S,F) JoH (S,F) JeH- (S) JhH+	verb	{intr:} touch /$gk: απτεσθαι$/ | {tr:}  /$gk: τιτρωσκειν$/	797a		819b,788b				2570; 131 #drv5329		2490; 2649		complete++
2490	(S) JwH,JeH- (Sf) JaH- (S) JaH= (A) JaQ= (S,L) JhH+ (A) JhQ+ (B) GeH+	verb	{intr:} smear, anoint /$gk: αλειφειν$/ | {tr:}  /$gk: αλειφειν, χριειν$/	797a		788b-789a,799a				964; 1825; 246; 1640; 1417		2649; 2489		complete++
2491	(S) JouHe (B) Goui	verb	{intr:} limp, halt /$gk: χωλος$/	797b		766b,819a								complete++
2492	(S) JHim	noun	(nn with [r-]), be left, neglected /$gk: εκλελειμμενος γινεσθαι$/	797b										complete
2493	(B) JaHni	noun female	baking-oven	798b		733a			{"1": "baking-oven"}	2611; 540; 1633; 888				complete
