key	key_word	key_deriv	pos	word	type	en	crum
1978	1496	1976	3	(S) sTbwwn (B) sqoibwwn	-	bad smell /$gk: δυσωδια, μιασμα$/	363a
1979	1496	1976	4	(S,L) r s.,o ns.	-	be ill smelling, make smell /$gk: οζειν$/	363a
							
6356	1498	0	1		HEADER	intr :	363a
6357	1498	6356	2	(B) ^^^ epSwi	-	ruminate, bring up	363a
6358	1498	6356	3	(S) ^^^ eHrai	-	(meaning same)	363a
6359	1498	6356	4	(B) ^^^ eJen-	-	chew upon (food)	363a
6360	1498	6356	5	(Sf) ^^^ nsa-	-	(as [s.])	363a
1980	1498	0	6	(B) ^^	noun male	cud	363b
							
1981	1499	0	1	(B) Se ns.	-	stroke, cast of weapon	363b
1982	1499	0	2	(B) Hi s.	-	cast dart, shoot arrow /$gk: τοξευειν$/	363b
1983	1499	1982	3	ma n..Hi s.	-	place for shooting arrows /$gk: βελοστασις$/	363b
1984	1499	1982	4	reF..Hi s.	-	shooter of arrows	363b
							
4766	1506	0	1	(S) ^^ ebol	-	{intr:} be purified, separated | {tr:} purify, strain	367a
4767	1506	0	2	^^ epesht	-	pour down	367a
2003	1506	0	3	(S,L,B) ^^	noun male	what is purified, purity	367a
2004	1506	0	4	(S) reFs.	-	purifier	367a
							
2025	1508	0	1	mntase	-	sixteen	368b
2026	1508	0	2	Joutase	-	twenty-six (&c)	368b
2027	1508	0	3	meHsoou,meHso$	-	sixth	368b
2028	1508	0	4	meHse	-	sixtieth	368b
2029	1508	0	5	sek s.	-	fast during 6 days	368b
8734	1508	0	6	(S,NH) se *^<a href=ext codex II - The Apocryphon of John;106;11;25;Santour SmtSeseth naggelos">Ext</a>^*"	numeral	sixty	0a
							
6375	1510	0	1		HEADER	tr :	369a
6376	1510	6375	2	^^^ *^acc &^* n-	-	wrap (someone) in	369a
6377	1510	6375	3	^^^ Hn-	-	(as last)	369a
6378	1510	6375	4	^^^ e-	-	(wrap) about	369b
							
2030	1511	0	1	(S,L,F) naSe s. (B) naSe ns.	-	of great value /$gk: πολυτελης, πολυτιμος$/	369b
							
8991	1512	0	1	(S) pats.	-	bathman	369b
8992	1512	0	2	(B) siwouniths	-	(sim)	369b
							
8995	1513	0	1	rs.	-	/$gk: ευνουχιζειν$/	371a
							
2054	1517	0	1	(S) moou ns.	-	white of egg	374a
2055	1517	0	2	(S) blle ns.	-	yolk	374a
2056	1517	0	3	(B) ****swouHiths	-	white (of eye)	374a
2057	1517	0	4	(S) eieps.	-	egg-shaped ornament	374a
2058	1517	0	5	(B) ***s. nkoumari	-	garden egg-plant	374a
							
2059	1523	0	1	(S) reFseS eiwt	-	father-striker /$gk: πατραλωας$/	374b
2060	1523	0	2	(S) saS (A) saQ (B) SaS,SaSi (F) SeS,ShS (S) sS-,Ss- (S,F) Sse- (S) ss- (Sf) se- (A) sQ- (S,B,F) Se- (F) S- (S,F) Ste- (S,L) **** *^rarely sg^* ShSe (A) shQe (B) ****ShSi	noun male/female	stroke, blow, sore /$gk: τραυμα, ελκος, πληγη, μωλωξ, συντριμμα, αλγημα$/	374b
2061	1523	2060	3	(S,B) r s.,o ns.,oi nS.	-	cover, be covered with wounds, sores /$gk: ελκουσθαι, τυλουσθαι$/	375a
2062	1523	2060	4	(S,B) T s.,T S.	-	give a blow /$gk: πατασσειν, παιειν$/	375a
2063	1523	2060	5	(S) Ji s.	-	receive wound, be wounded /$gk: δερεσθαι$/	375a
							
6404	1524	0	1		HEADER	intr :	377a
6405	1524	6404	2	^^^ mn-	-	be annoyed with	377a
6406	1524	6404	3	^^^ nsa-	-	faint for	377a
6407	1524	6404	4	^^^ Ha-,^^^ Ka-	-	faint on account of	377b
6408	1524	6404	5	(S,A,F) s. nHht	-	(as [s.])	377b
2079	1524	0	6	(S) ^^	noun male	faintness, exhaustion /$gk: εκλυσις$/	377b
							
6409	1525	0	1		HEADER	intr :	377b
6410	1525	6409	2	(S,B) ^^^ e-	-	be hindered from	377b
6411	1525	6409	3	(B) ^^^ eHoun eHren-	-		377b
6412	1525	6409	4	(B) ^^^ oube-	-		377b
6413	1525	0	5		HEADER	tr :	377b
6414	1525	6413	6	^^^ ntn-	-	withhold from, deny to	378a
6415	1525	6413	7	^^^ Hirn-	-	stop at	378a
4786	1525	0	8	(S) ^^ ebol	-	(empathic of [s.])	378a
4787	1525	0	9	(L) ^^ apaHou	-	repel	378a
2080	1525	0	10	(B) ^^ (S) saSt	noun	impediment | [saSt] (S same?)	378a
							
8882	1527	0	1	s. pHoou	-	yesterday	378b
8883	1527	0	2	nas.	-	/$gk: χθιζος$/	378b
8884	1527	0	3	ns.	-		378b
							
2086	1530	0	1	Se ns.	-	cedar wood /$gk: κεδρος$/	379a
							
2087	1532	0	1	(S) sa msaH	-	awl maker /*?*/	379b
							
2088	1533	0	1	r s.	-	be deaf	379b
							
2114	1536	0	1	(S) taue s. ebol	-	emit foam /$gk: αφριζειν$/	384b
							
6451	1537	0	1		HEADER	intr :	384b
6452	1537	6451	2	(S) ^^^ eJn-	-		384b
6453	1537	6451	3	(S) ^^^ nsa-	-		384b
6454	1537	6451	4	(S) ^^^ ntn-	-		384b
6455	1537	6451	5	(S) ^^^ ebol	-		384b
6456	1537	6451	6	(B) ^^^ eKrhi	-		384b
2115	1537	0	7	(S,A) saHmes (S) saHms	noun	pestle /$gk: υπερος$/	384b
							
2127	1540	0	1	(S) reFseHp snoF	-	bloodsucker	386a
2128	1540	0	2	(S) siHpe	noun	drop	386a
							
2129	1541	0	1	(S) saHres	noun	sweeping /*?*/	386b
							
2130	1544	0	1	kaks.	-	leper /$gk: λεπρος$/	386b
2131	1544	0	2	er s.	-	be leprous	386b
							
6461	1545	0	1		HEADER	intr :	387a
6462	1545	6461	2	(B) ^^^ e-	-		387a
6463	1545	6461	3	(B) ^^^ sapesht n-	-	/$gk: υποκαιειν$/	387a
6464	1545	6461	4	(S,B,F) ^^^ Ha-,^^^ Ka-	-	light fire beneath	387a
2132	1545	0	5	(S,B) ^^	noun male	fire /$gk: φως, καυσις$/	387a
2133	1545	0	6	(B) Hi s.	-	put fire, set alight /$gk: εμπυριζειν$/	387a
2134	1545	0	7	(S) ats.	-	unheated, uncooked	387a
2135	1545	0	8	(B) ma ns.	-	fire lighter, cook	387a
							
2136	1546	0	1	(S,A,L,B,F) ^^	noun male	curse /$gk: αρα, καταρα, λοιδορια, ελεγμος$/	387b
2137	1546	2136	2	eps.	-	under curse	387b
2138	1546	2136	3	(S,L,B) Haps.	-	(sim)	387b
2139	1546	2136	4	(S,B) Ji s.,Gi s.	-	receive curse, be cursed	387b
2140	1546	0	5	(S,A,B) reFs.	-	curser	387b
							
2144	1549	0	1	(S) siGe	verb	{intr:} (meaning as last)	388b
							
2145	1551	0	1	(S) mnts.	-	anointing, adornment /$gk: κοσμος$/	388b
2146	1551	0	2	(S) pes s.	-	boil ointment, (so) make perfumes	388b
2147	1551	0	3	(S) skenepise	noun female	cooking grease	388b
							
6465	1552	0	1		HEADER	With following preposition:	389a
6466	1552	6465	2	(S,A,B) ^^^ e-	-	to, toward	389a
6467	1552	6465	3	(S) ^^^ nsa-	-	along (?)	389a
6468	1552	6465	4	(S) ^^^ Hi-	-	upon	389a
6469	1552	6465	5	^^^ HiHra= n-	-	on surface of	389a
6470	1552	6465	6	(S,B) ^^^ Hn-	-	in, upon	389a
6471	1552	6465	7	(S) ^^^ ebol Hn-	-	away from	389a
6472	1552	6465	8	(S) ^^^ Hitn-	-	through, across	389a
2148	1552	0	9	(S) ma ns.	-	sailing course	389a
2149	1552	0	10	(S) Se n..sk.	-	(meaning uncertain)	389a
2150	1552	0	11	(S,B) ^^	noun male	sailing, voyage /$gk: πλους$/	389a
							
2160	1560	0	1	mpeF..te.	-	at his /*its*/ time, right time	391b
2161	1560	0	2	ep..te.	-	at, in time	391b
2162	1560	0	3	ei ep..te.	-	reach time, age	391b
2163	1560	0	4	r ..te.	-	be of age /$gk: ηλικιαν εχειν$/	391b
							
2172	1562	0	1	(S,B) Ji t.,Gi t.	-	receive share, be partaker	396b
2173	1562	2172	2	(S) reFJi to	-	partaker	396b
2174	1562	0	3	(S,B,F) mait. nHouo	-	loving greater share, covetous /$gk: πλεονεκτης$/	396b
							
2175	1563	0	1	r to,o nto	-	be spotted	396b
							
6499	1569	0	1		HEADER	With following preposition:	398a
6500	1569	6499	2	^^^ e-	-	set seal upon	398a
6501	1569	6499	3	^^^ ern-	-	(meaning same)	398a
6502	1569	6499	4	^^^ eJn-	-	(sim)	398a
6503	1569	6499	5	^^^ n-	-	seal with, by means of | upon (/*?*/)	398a
6504	1569	6499	6	^^^ Hn-,^^^ Ken-	-	with	398b
2178	1569	0	7	(F) reFtwbi	-	sealer	398b
2179	1569	0	8	(S) ^^	noun male	seal	398b
2180	1569	0	9	(S) toobes (B) tebs,tobs,tops	noun male/female	(/*m once*/), seal's impress /$gk: σφραγις$/	398b
2181	1569	2180	10	Hi t.	-	set seal	398b
2182	1569	0	11	(S) toobF,toobeF (L,F) tabeF (B) tobF,topF	noun male	(as last)	398b
2183	1569	0	12	(S) tbbe	noun female	seal /$gk: σφραγις$/	398b
							
6505	1570	0	1		HEADER	With following preposition:	399a
6506	1570	6505	2	(S) ^^^ e-	-	in place of	399a
6507	1570	6505	3	(S) ^^^ eHrai e-	-	into	399a
6508	1570	6505	4	(S) ^^^ mn-	-	with, to	399a
6509	1570	6505	5	^^^ n-	-	(dat /*or sometimes ? acc*/), to	399a
2184	1570	0	6	(S,A) ^^	noun male	requital /$gk: ανταποδοσις$/	399a
2185	1570	0	7	(B) topou	noun male	(as last)	399a
2186	1570	0	8	(S) reFt.	-	requiter	399a
2187	1570	0	9	(S) petbe (F) petbh	-	Requiter (name of a god)	399a
							
2198	1575	0	1	(S) neJ t. ebol	-	give kick	401a
							
2199	1576	0	1	Ji T.,Gi q.	-	take by heel, trip up /$gk: πτερνιζειν$/	401a
2200	1576	0	2	(B) metq.	-	(among curier's tools /*?*/)	401a
							
6513	1577	0	1		HEADER	With following preposition:	401b
6514	1577	6513	2	^^^ e- *^obj^*	-		401b
6515	1577	6513	3	^^^ eHoun e-	-		401b
6516	1577	6513	4	^^^ HiJn-	-	by, owing to	401b
2201	1577	0	5	(S) ^^	noun male	pricking (of consistence), compunction, admonition	401b
							
2202	1578	0	1	(F) mait.	-	loving ornament	402a
2203	1578	0	2	(S) tbtb	noun	mixed /*?*/ food	402a
							
6524	1579	0	1		HEADER	tr :	403b
6525	1579	6524	2	^^^ e-	-	throw at, into	404a
6526	1579	6524	3	(S,A,F) ^^^ ebol,^^^ abal	-	cast out, put forth	404a
6529	1579	0	4		HEADER	intr :	404a
6527	1579	6529	5	(A) ^^^ aQoun	-	vast in, interject	404a
6528	1579	6529	6	(A) ^^^ aQrhi aJn-	-	cast down	404a
6537	1579	6529	7	(S) reFtk-	-	thrower /$gk: τοξοτης$/	404a
2215	1579	0	8	(A) Tke,Tk-,tek=,tekt=	verb	{tr:} (meanings as last)	404a
6530	1579	2215	9	^^^ a-	-		404a
6531	1579	2215	10	^^^ aQoun a-	-		404a
6532	1579	2215	11	^^^ aJn-	-		404a
6533	1579	2215	12	^^^ mn-	-		404a
6534	1579	2215	13	^^^ abal	-		404a
6535	1579	2215	14	^^^ aQrhi	-		404a
6536	1579	2215	15	(A) reFTk sate	-	/$gk: τοξοτης$/	404a
							
6559	1580	0	1		HEADER	With following preposition:	406a
6560	1580	6559	2	^^^ e-	-	draw upon, against	406a
6561	1580	6559	3	^^^ eJn-	-	(sim)	406a
6562	1580	6559	4	^^^ nsa-	-	pluck at	406a
6563	1580	6559	5	^^^ ntn-	-	seize from	406a
6564	1580	6559	6	(S) ^^^ eHrai Hn-	-	(meaning as last)	406a
6565	1580	0	7		HEADER	With following adverb:	406b
6566	1580	6565	8	^^^ ebol	-	draw forth	406b
6567	1580	6565	9	^^^ eHrai	-	draw up	406b
6568	1580	0	10	(S) t. nHht	-	be troubled at heart	406b
							
6573	1582	0	1		HEADER	tr :	407b
6574	1582	6573	2	^^^ e-	-		407b
6575	1582	0	3		HEADER	intr :	407b
6576	1582	6575	4	^^^ Ken-	-		407b
6577	1582	6575	5	^^^ n-	-		407b
2228	1582	0	6	^^	noun male	circumference /$gk: κυκλωμα, περιοχη$/	407b
							
2229	1583	0	1	(F) talathl	-	(same)	408a
							
6578	1586	0	1		HEADER	intr :	410a
6579	1586	6578	2	^^^ epesht	-		410a
6580	1586	6578	3	^^^ eJen-	-		410a
6581	1586	6578	4	^^^ HiJen-	-		410a
							
6582	1587	0	1		HEADER	intr :	410a
6583	1587	6582	2	^^^ nsa-	-	(emphatic)	410a
6584	1587	6582	3	^^^ ebol	-		410a
							
6594	1589	0	1		HEADER	intr :	411a
6595	1589	6594	2	^^^ e-	-	in	411a
6596	1589	6594	3	^^^ Hn-,^^^ Ken-	-		411a
							
6610	1594	0	1	(S,A,L,B,F) ^^ e-	-	(of thing told, shown /*mostly gk acc*/)	414a
6611	1594	0	2	(S,L,B) ^^ etbe-	-	tell about, of	414a
2251	1594	0	3	(B) ^^	-	thing told	414a
2252	1594	0	4	reFt.	-	teller	414a
							
6612	1595	0	1		HEADER	With following preposition:	415a
6613	1595	6612	2	^^ e-	-	join, cleave to |$ {intr:} |$ {qual:} be fitting |$ {tr:} (B)	415a
4854	1595	6612	3	(S) ^^ n- *^dat^*	-	be fit for	415a
4855	1595	6612	4	(B) ^^ nem-	-	join with	415a
4856	1595	6612	5	(A) ^^ HiJn-	-	join to, be fixed upon	415a
2254	1595	0	6	(B) ^^	noun male	joint, joining /$gk: συμβολη$/	415a
2255	1595	0	7	(B) rat.	-	joint	415a
2256	1595	0	8	(B) Jint.	-	joining	415a
							
2258	1597	0	1	(S) saHt$^t^$mh	-	mat-weaver	415b
							
6614	1598	0	1		HEADER	tr :	416a
6615	1598	6614	2	^^^ n- *^dat^*	-		416a
6616	1598	6614	3	(S,B) ^^^ Hn-,^^^ Ken-	-	feed with	416a
2259	1598	0	4	(S,B) t. ebol	-	(as [t.])	416a
2260	1598	0	5	(B) temmoF	-		416a
							
6623	1601	0	1		HEADER	With preposition or adverb:	417a
6624	1601	6623	2	^^^ eqbe-	-		417a
6625	1601	6623	3	^^^ eJen-	-		417a
6626	1601	6623	4	^^^ eHrhi eJen-	-		417a
6627	1601	6623	5	^^^ eKrhi eJen-	-		417a
2264	1601	0	6	(S,B) ^^	noun male	amazement, stupefaction /$gk: εκστασις$/	417a
							
2265	1602	0	1	(S) t. ebol	-	reverberate, resound	417a
							
2266	1603	0	1	(S,B) ^^	noun male	burning, heat /$gk: πυρωσις$/	417b
							
2275	1604	0	1	(S,A,B,F) ^^	noun male	dispute, strife /$gk: ερις, εριθεια, φιλονεικια$/	418a
2276	1604	0	2	maiT t.	-	strife-lover /$gk: φιλονεικος$/	418a
2277	1604	0	3	(S) atT t.,mntatT t.	-	without strife	418a
2278	1604	0	4	(L) mntT t.	-	quarrelling	418a
2279	1604	0	5	reFT t.	-	quareller /$gk: εριστικος$/	418a
2280	1604	2279	6	(S) mntr.	-	/$gk: εριθεια$/	418b
							
2281	1608	0	1	se t.	-	yea verily	419a
							
2282	1609	0	1	(S) qno,qno-,qno=,qnw=,qeno=,qano=,qnhu+,qenhu+	verb	{tr:} pound, crush	419a
							
2288	1610	0	1	tenSi	noun	blow	421a
2289	1610	2288	2	T t.	-	threaten, give blow /$gk: απειλειν, επιπλησσειν$/	421a
2290	1610	2289	3	reF..T t.	-	striker /$gk: πληκτης$/	421a
							
2291	1611	0	1	r t.	-	grow wing, be winged /$gk: πτερωτος, περιπτερος$/	421a
2292	1611	0	2	ret t.,rht nt.	-	(sim)	421a
2293	1611	0	3	taate nt.	-	flap /*?*/ wings	421a
2294	1611	0	4	Ji t.,Gi t.	-	take wings /$gk: αναπτερουσθαι$/	421a
							
2298	1613	0	1	papt. nouwt	-	unicorn /$gk: μονοκερως$/	422a
2300	1613	0	2	HaF nt.	-	horned snake	422a
2299	1613	0	3	aSt.,eSt.	-	sound trumpet /$gk: σαλπιζειν$/	422a
							
2301	1615	0	1	(S) meHt.	noun	needle, peg	422b
2302	1615	0	2	(S) Ham nt.	noun male	(as last)	422b
							
2303	1616	0	1	(S,F) ^^	noun male	usage, custom /$gk: συνηθεια$/	423a
2304	1616	0	2	(S) tops,taps,taaps (B) taps	noun female	custom, habit /$gk: εθισμος$/	423a
							
2308	1618	0	1	o nt.,oi nt.	-	have points	423b
2309	1618	0	2	(B) rat t. ebol	-	put forth branches /$gk: βλαστανειν$/	424a
							
9020	1626	0	1	^^^ e-	-		430b
							
2341	1629	0	1	(B) att.,atq.	-	unsewn	431a
2342	1629	0	2	(B) ma nq.	-	darning needle /$gk: ραφις$/	431a
2343	1629	0	3	(S) pka pt.	-	sewing thing, needle	431a
2344	1629	0	4	(S,B) reFt.	-	sewers, tailors /$gk: ραφιδευτης$/	431b
2345	1629	0	5	(B) qraps,traps	noun female	awl, spike /$gk: απητιον$/	431b
							
8859	1634	0	1	t. nHht= n-	-		431b
							
6656	1635	0	1		HEADER	tr :	432a
6657	1635	6656	2	(S) ^^^ e-	-		432a
6658	1635	6656	3	^^^ Hn-,^^^ Ken-	-		432a
							
2348	1638	0	1	(S) troS (S,B) torS+ (Sf,F) tarS+	verb	{intr:} (as last)	432a
							
4870	1647	0	1	(S,B) ^^ ebol	-	stretch out, stiffen	433b
4871	1647	0	2	(B) ^^ epSwi	-	stand up stiffly	433b
2349	1647	0	3	(S) att.	-	unstiff, limp	433b
2350	1647	0	4	(B) mettwsi	-	dryness	433b
2351	1647	0	5	(S) tas-	-	(p c), who hardens (/*if same*/)	433b
2352	1647	2351	6	mntt. bal	-	hardening /*?*/ of eyes, impudence	433b
							
2353	1650	0	1	Gint.,Jint.	-	satisfaction, repletion	434a
							
2363	1652	0	1	att.	-	not suckling	436a
							
6678	1654	0	1		HEADER	intr :	437b
6679	1654	6678	2	^^^ e-	-	mourn for	437b
6680	1654	6678	3	^^^ eJn-	-	(sim)	437b
2367	1654	0	4	(S,B) ^^	noun male	lament, dirge /$gk: θρηνος, οδυρμος, κοπετος$/	437b
2368	1654	0	5	(S) reFt.	-	mourner	437b
							
6681	1655	0	1		HEADER	intr :	437b
6682	1655	6681	2	^^^ e-	-	agree to	437b
6683	1655	6681	3	^^^ eJn-	-	agree upon	438a
6684	1655	6681	4	^^^ mn-,^^^ nem-	-	agree with	438a
4882	1655	0	5	(S) ^^ ebol	-	be even, level	438a
2369	1655	0	6	(S,A,L,B) ^^	noun male	agreement, mingling /$gk: συγκρασις$/	438a
2370	1655	0	7		HEADER	with [Hht]	438a
6685	1655	2370	8	t. nHht	-	consent, agree	438b
6686	1655	2370	9	(S) tet Hht	adjective	trustworthy	438b
2371	1655	2370	10	(B,F) metatHht,mettatHht	-	confirmation /$gk: παρακλησις$/	438b
2372	1655	2370	11	(S,B) att. nHht,atq. nHht	-	unconvinced, disagreeing /$gk: απειθης, ασυνετος$/	438b
2373	1655	2372	12	(B) er n..atq.,oi n..atq.	-	/$gk: απειθειν$/	439a
2374	1655	2372	13	met..at.	-	refusal /$gk: απειθεια$/	439a
2375	1655	2370	14	(B) Jinq. nHht	-	agreement, union	439a
							
6687	1656	0	1		HEADER	intr :	439a
6688	1656	6687	2	^^^ n-	-	with	439a
6689	1656	6687	3	^^^ ebol	-	shine forth, glow	439a
6690	1656	6687	4	^^^ eHoun	-	shine into	439a
							
6691	1660	0	1	Ji t.	-	have border, fringe	439b
							
8735	1664	0	1	th (NH) the *^<a href=ext codex II - The Apocryphon of John;106;19;2;eueire nSmtSesethe">Ext</a>^*"	-	(in fifteen, twenty-five &c)	440b
2390	1664	0	2	(S,L) mnth (S) mnte (L) mnteeie (A) mnT	-	fifteen	440b
2391	1664	0	3	(S,L,B) ta$^e^$iou (A) teioue (B) tebi	-	fifty	440b
2392	1664	0	4	meHTou,meHTe	-	fifth	440b
							
8788	1665	0	1	(NH) reFtoou *^<a href=ext codex II - The Gospel of Thomas;107;44;34;nreFtoou mn neSote senabwk an eHoun entopos mpaiwt">Ext</a>^*"	-	merchant	0a
							
2401	1667	0	1	(S) ^^	noun male	repayment /$gk: ανταποδοσις$/	444a
							
2402	1668	0	1	(S) etoun-,etouen-,etouw=	-	beside, at, with	444b
2403	1668	0	2	(B) Kaqouen-,Kaqouw= (S) Hatouw	-	(as last)	444b
2404	1668	0	3	(S) Hitoun-,Hitoue$^n^$- (S,A,L,F) Hitouw= (B) Hiqouw=	-	beside, next	444b
							
6718	1671	0	1		HEADER	With following preposition (no S):	448a
6719	1671	6718	2	^^^ e-	-	gather to, for	448a
6720	1671	6718	3	^^^ eJen-	-	gather upon, to	448a
6721	1671	6718	4	^^^ nem-	-	foregather with	448a
6722	1671	6718	5	^^^ Ken-	-	gather in	448a
6723	1671	6718	6	^^^ Ha-	-	gather to	448a
6724	1671	6718	7	^^^ Hi-	-	gather at	448a
6725	1671	0	8		HEADER	With following adverb (no S):	448a
6726	1671	6725	9	^^^ eKoun	-	gather in, collect together | (as nn), congregation	448a
2413	1671	0	10	^^	-	gathering, congregation /$gk: συναγωγη$/	448a
2414	1671	0	11	ma nq.	-	place of meeting /$gk: συναγωγη$/	448a
2415	1671	0	12	Jinq.	-	assemblage /$gk: συναγωγη$/	448b
2416	1671	0	13	qwouts	-	collection, assembly /$gk: συναγωγη, συνεδριον, συστρεμμα, συνοδος, περιοχη, εκκλησια$/	448b
							
6727	1672	0	1		HEADER	With following preposition:	448b
6728	1672	6727	2	^^^ e-	-	add to	448b
6729	1672	6727	3	^^^ eJen-	-	(as last)	448b
6730	1672	6727	4	^^^ HiJen-	-	(as last)	448b
6731	1672	6727	5	^^^ n-	-	(as last)	448b
6732	1672	6727	6	^^^ nem-	-	join with	448b
2417	1672	0	7	^^	-	addition /$gk: προσθεμα, επιβλημα$/	448b
							
2433	1673	0	1	(S) reFtaSe wrk	-	much-swearer /$gk: πολυορκος$/	453a
							
2434	1678	0	1	(S) reFt.	-	chaff-seller	453b
							
6751	1679	0	1		HEADER	With following preposition & adverb:	457a
6752	1679	6751	2	(S) ^^^ eJn-	-	fall upon	457a
6753	1679	6751	3	^^^ ebol	-	/$gk: εξοκελλειν$/	457a
6754	1679	6751	4	(S) ^^^ epesht	-	make fall down	457a
6755	1679	6751	5	(L) ^^^ apitne	-	(sim)	457a
6756	1679	6751	6	(S) ^^^ eHrai	-	(sim) | (as nn m S)	457a
							
6757	1680	0	1		HEADER	With following preposition:	457b
6758	1680	6757	2	^^^ e-	-	be worse than	457b
6759	1680	6757	3	^^^ n-	-	(ethic dat)	457b
6760	1680	6757	4	(S) ^^^ mn-	-		457b
2456	1680	0	5	(S,B) ^^	noun male	badness /$gk: πονηρια, σαπρια$/	457b
							
2452	1681	0	1	(S) qab	noun male	leaven	457b
2453	1681	2452	2	r q.	-	be leavened	457b
2454	1681	2452	3	Ji q.	-	(sim) /$gk: ζυμουσθαι$/	457b
2455	1681	2452	4	atq.,aq.	-	without leaven	457b
							
8967	1683	0	1	^^^ nsa-	-		459a
8968	1683	0	2		HEADER	tr:	459a
8969	1683	8968	3	^^^ e-	-		459a
							
2465	1684	0	1	(S) THmeF,tiHmeF	noun male	box, basket /*?*/, bee-hive	459a
							
2466	1686	0	1	(S,B) ^^	noun male	ill treatment, affliction /$gk: κακωσις, βασανισμος, τιμωρια$/	459b
2467	1686	0	2	(B) reFt.	-	punisher	459b
							
6781	1687	0	1		HEADER	With following preposition or adverb:	460a
6783	1687	6781	2	^^^ e-	-	hinder from	460a
6784	1687	6781	3	^^^ ebol Ha-	-	(sim)	460b
6785	1687	6781	4	^^^ efaHou	-	set back, repel	460b
2468	1687	0	5	^^	noun	(with [atGne-]), without hindrance	460b
2469	1687	0	6	att.	-	unhindered	460b
2470	1687	0	7	Jint.	-	hindering, obstructing	460b
							
2475	1692	0	1	(S) taHtH	-	/$gk: μολυβις$/	462a
2476	1692	0	2	(S,A,L,B) o ntaHt,oi ntaHt	-	be leaden	462a
							
2477	1693	0	1	(S,B) ^^	noun male	mixture, confusion	462a
2478	1693	0	2	(B) metq.	-	intercourse, society	462a
							
6792	1695	0	1		HEADER	intr :	462b
6793	1695	6792	2	(S) ^^^ ebol	-	{tr:} show forth, display | {intr:} | (as nn)	462b
							
2486	1698	0	1	ma nHareH nT.	-	gourd-bed /$gk: οπωροφυλακιον$/	464a
							
6797	1701	0	1		HEADER	tr :	466a
6798	1701	6797	2	^^^ e-	-	push toward	466a
6799	1701	6797	3	^^^ nsa-	-	(emphatic)	466b
6800	1701	6797	4	^^^ ebol	-	forth	466b
6801	1701	6797	5	^^^ epaHou	-	back	466b
2495	1701	0	6	(S) twGneF	noun male	urgency /*?*/	466b
							
6802	1702	0	1		HEADER	intr :	466b
6803	1702	6802	2	^^^ e-	-	be joined to	466b
6804	1702	6802	3	(L) ^^^ aJn-	-		466b
6805	1702	6802	4	^^^ Hn-	-	be fixed in	466b
2496	1702	0	5	*troG	noun	bandage /*?*/	466b
							
2505	1705	0	1	(S,Sf,A,L,B,F) Ji oua,Je oua	-	speak blasphemy /$gk: βλασφημειν$/ | (as nn S,B)	468b
6810	1705	2505	2	^^^ e-	-	against	468b
6811	1705	2505	3	(S) ^^^ eHoun e-	-		468b
2506	1705	0	4	(S,F) mntreFJi oua	-	act of blaspheming /$gk: βλασφημια$/	468b
2507	1705	0	5	(S) Jatoua	-	speaker of blasphemy	468b
2508	1705	0	6	(S,B) reFJi oua,reFJe oua	-	(as last)	468b
							
2518	1709	0	1	(S) r ouaa=	-	be alone	470b
							
2524	1710	0	1	(S) ouoi	adverb	(advb showing consent)	472a
							
8818	1711	0	1	^^^ n- *^dat^*	-		472b
							
2533	1712	0	1	(S) mnt..ou.	-	husbandry /$gk: γεωργια$/	473a
2534	1712	0	2	(S) ma n..ou.	-	/$gk: γεωργιον$/	473a
2535	1712	0	3	(S,B) r$^e^$m..ou.	-	husbandman /$gk: ιδιωτης, κοσμικος$/	473b
2536	1712	0	4	(S) r ..ou.	-	do husbandry /$gk: γεωργειν$/	473b
							
2554	1713	0	1	^^	noun male	whiteness /$gk: λευκος, λευκοτης$/	476b
2555	1713	2554	2	(S,B) T ..ou.	-	grow white /$gk: λευκαινειν$/	476b
2556	1713	0	3	(S,A,B) ouwbS *^often wrongly [ouo.]^* (A) ouwbQ	adjective	white, (with pref [n-]) /$gk: λευκος$/	476b
2557	1713	2556	4	(S,B) r ..ou.	-	be white	476b
2558	1713	0	5	(B) ouobSi	adjective		476b
2559	1713	0	6	oubiH,oubeH	adjective	white, shining /*?*/	476b
							
6857	1717	0	1		HEADER	With following preposition:	477a
6858	1717	6857	2	^^^ n-	-		477a
6859	1717	6857	3	^^^ Hn-	-		477a
6860	1717	6857	4	^^^ Ha-	-		477a
2560	1717	0	5	(S) ^^	noun male	prosperity, plenty /$gk: ευθηνια, πλησμονη$/	477a
2561	1717	0	6	(S) ouool$^e^$s	noun	bounty	477a
							
6861	1721	0	1		HEADER	With following preposition & adverb:	477b
6862	1721	6861	2	^^^ e-	-	(dat commodi)	477b
6863	1721	6861	3	^^^ eJn-	-	bend upon	477b
6864	1721	6861	4	^^^ HiJn-	-		477b
6865	1721	6861	5	^^^ nsa-	-		477b
6866	1721	6861	6	^^^ ebol	-		478a
6867	1721	6861	7	^^^ eHoun,^^^ eKoun	-	lean upon	478a
6868	1721	6861	8	^^^ eqh	-		478a
2563	1721	0	9	(S) ^^	-	humiliation	478a
2564	1721	0	10	(S) ^^ nHht	-	be bounded down in mind, disheartened /$gk: αθυμειν, πικραινεσθαι$/	478a
							
2577	1724	0	1	(S) ouomte,ouoomte,ouomnte,ouomne,ouoomne	noun female	tower (heavily built) /$gk: πυργος$/	480a
							
